radeg,raerr,decdeg,decerr,number_of_Obs,Johnson_V,Verr,Johnson_B,B_err,Sloan_g,gerr,Sloan_r,r_err,Sloan_i,i_err
119.388309,0.755,-28.371948,1.156,3,14.587,-0,NA,NA,14.903,-0,14.431,-0,14.258,-0
119.388352,0.683,-28.372077,1.209,4,14.524,-0,15.44,0.059,NA,NA,NA,NA,NA,NA
119.389222,0.739,-28.936443,0.296,6,12.937,0.015,13.174,0.023,12.976,0.01,13.011,0.026,13.014,0.06
119.390802,0.435,-28.492893,0.51,4,13.455,0,13.733,0.047,13.524,-0,13.461,-0,13.478,-0
119.391007,0.356,-28.42541,0.325,3,11.918,-0,14.58,-0,13.207,-0,10.854,0.068,9.744,0.034
119.391076,1.426,-28.732018,0.788,2,NA,NA,16.903,-0,NA,NA,16.002,-0,NA,NA
119.391156,0.285,-28.451161,0.341,3,9.59,0.014,10.7,0.024,10.092,0.029,9.188,0.014,8.803,0.015
119.391922,0.335,-28.960316,1.098,2,16.299,-0,17.142,-0.096,NA,NA,NA,NA,NA,NA
119.3923,0.565,-28.302799,0.73,3,14.634,-0,15.432,-0,14.941,-0,14.394,-0,14.117,-0
119.392398,0.574,-28.275419,0.589,4,13.222,0.016,13.853,0.071,13.51,-0,13.079,-0,12.969,-0
119.392448,0.528,-28.776365,1.208,3,NA,NA,NA,NA,NA,NA,12.05,-0.005,NA,NA
119.392458,0.684,-28.776313,1.196,4,11.964,-0,12.183,-0,11.979,0.02,11.986,-0,12.021,-0
119.392496,0.494,-28.776308,1.185,3,11.943,-0,12.156,-0.004,NA,NA,NA,NA,NA,NA
119.39284,0.934,-28.914184,1.037,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.392879,0.778,-28.914427,1.165,3,15.556,-0,16.191,-0,15.807,-0,15.348,-0,15.271,-0
119.392998,0.77,-28.51799,0.951,3,14.953,-0,15.446,-0,15.155,-0,14.794,-0,14.763,-0
119.393217,0.967,-28.611195,0.861,2,16.422,0.178,17.277,0.521,NA,NA,NA,NA,NA,NA
119.393715,1.383,-28.849866,1.096,4,NA,NA,16.94,-0,16.457,-0,15.906,-0,15.42,-0.115
119.393933,0.797,-28.632229,0.598,4,14.836,0.041,15.492,0.094,15.168,-0,14.655,-0,14.537,-0
119.394023,0.894,-28.309201,0.802,3,15.565,-0,16.123,-0,15.831,-0,15.401,-0,NA,NA
119.394703,1.014,-28.685474,1.213,2,14.756,-0,15.009,-0,NA,NA,NA,NA,NA,NA
119.395273,0.436,-28.410032,0.493,4,11.805,0.008,11.966,0.049,11.806,-0,11.858,-0,11.917,-0
119.395846,0.57,-28.480182,1.035,3,15.131,-0,15.616,-0,15.261,-0,14.944,-0,15.013,-0
119.396407,0.469,-28.469895,0.613,3,13.806,-0,14.193,-0,13.946,-0,13.804,-0,13.772,-0
119.396543,0.874,-28.558041,0.594,5,14.813,0.128,15.471,0.019,15.161,-0,14.742,-0,14.615,0.088
119.396728,0.736,-28.55011,1.285,4,14.95,-0,15.378,-0,15.05,-0,14.882,-0,14.861,-0.093
119.396745,1.125,-28.694431,0.62,2,15.371,-0,16.64,-0.17,16.221,-0,15.011,-0,14.343,-0
119.39678,0.577,-28.793613,0.82,2,16.07,0.091,16.872,0.224,16.504,-0,15.916,-0,NA,NA
119.396909,1.001,-28.365775,0.944,3,15.274,-0,16.563,-0,15.93,-0,14.765,-0,14.309,-0
119.397035,1.374,-28.365809,0.953,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.397444,0.677,-28.525913,0.691,3,14.756,-0,15.38,-0,14.998,-0,14.601,-0,14.548,-0
119.397642,0.574,-28.384682,0.574,4,14.054,0.012,14.536,0.039,14.264,-0,13.952,-0,13.853,-0
119.397757,1.054,-28.972671,0.564,5,14.462,0.018,15.104,0.022,14.738,0.011,14.381,0.019,14.262,-0
119.397772,0.909,-28.572555,0.664,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.398168,0.505,-28.790301,1.55,2,NA,NA,NA,NA,NA,NA,NA,NA,13.702,-0
119.39821,0.569,-28.545296,0.444,5,13.091,0.07,13.798,0.016,13.406,-0,12.954,-0,12.818,0.044
119.398321,0.859,-28.654738,0.612,3,15.449,-0,16.38,-0,15.841,-0,15.211,-0,14.981,-0
119.398484,0.75,-28.789762,1.54,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.398565,1.235,-28.698202,0.588,5,13.736,-0,14.123,-0,13.846,0.045,13.701,0.03,13.778,0.105
119.398669,1.052,-28.698173,0.37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.398935,0.833,-28.751041,0.681,6,14.676,0.035,15.89,0.038,15.247,-0,14.265,-0,13.845,0.026
119.398966,0.667,-28.900511,0.409,5,14.48,0,15.474,0.052,14.901,-0,14.159,-0,13.884,0.058
119.398966,0.724,-28.825605,0.375,7,12.134,0.324,12.065,0.016,11.933,0.008,12.087,0.043,12.219,0.026
119.399462,0.913,-28.882906,0.55,5,14.348,0.06,15.203,0.028,14.728,0,14.137,0.091,13.794,0.087
119.399462,1.191,-28.841379,0.762,4,14.952,-0,16.185,-0,15.449,0.011,14.602,0.05,14.238,-0
119.399603,0.652,-28.248214,0.839,3,14.891,-0,15.687,-0,15.238,-0,14.619,-0,14.296,-0
119.399651,0.995,-28.725302,0.749,5,14.975,0.048,15.626,0.012,15.219,0.042,14.836,0.101,14.633,0.059
119.400008,1.255,-28.241023,0.989,2,15.41,-0,16.232,-0,15.929,-0,NA,NA,NA,NA
119.400326,0.979,-28.986328,1.037,5,14.468,0.046,15.219,0.048,14.827,0.025,14.184,0.12,13.881,0.098
119.401215,0.416,-28.493152,0.494,3,NA,NA,NA,NA,NA,NA,NA,NA,13.029,-0
119.401261,1.212,-28.821249,1.251,3,NA,NA,NA,NA,NA,NA,NA,NA,14.742,-0.061
119.40131,0.643,-28.820809,1.804,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.401521,1.314,-28.337647,1,2,NA,NA,NA,NA,NA,NA,NA,NA,15.216,0.011
119.401771,0.913,-28.559038,0.906,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.402376,0.198,-28.338033,0.525,2,NA,NA,NA,NA,16.345,0.008,15.457,0.052,NA,NA
119.402583,0.471,-28.287288,0.654,4,12.213,0.01,12.588,0.035,12.352,-0,12.183,-0,12.143,-0
119.403119,1.069,-28.960479,0.99,3,15.509,-0,16.687,-0.177,NA,NA,NA,NA,NA,NA
119.403183,1.697,-28.424208,0.192,2,16.238,-0,17.764,-0.579,NA,NA,NA,NA,NA,NA
119.404144,1.304,-28.621974,0.861,4,15.148,-0,15.606,-0,15.22,0.067,15.067,0.059,14.983,-0
119.404197,0.907,-28.683481,0.422,2,15.315,-0,16.078,-0,15.636,-0,15.009,-0,14.936,-0
119.404268,0.956,-28.62189,0.727,3,15.012,-0,15.569,-0.058,NA,NA,NA,NA,NA,NA
119.404635,0.915,-28.499506,1.207,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.404908,0.539,-28.586288,0.354,5,13.594,0.043,14.819,0.028,14.17,-0,13.219,-0,12.865,-0
119.405222,0.714,-28.359814,0.588,4,13.991,0.011,14.51,0.053,14.2,-0,13.809,-0,13.644,-0
119.405618,0.006,-28.931245,0.519,2,16.465,-0,NA,NA,NA,NA,NA,NA,NA,NA
119.405856,0.969,-28.746883,1.093,3,15.681,-0,16.562,-0,16.028,-0,15.599,-0,NA,NA
119.405861,1.187,-28.930474,1.353,3,NA,NA,17.387,-0,NA,NA,NA,NA,NA,NA
119.406051,0.768,-28.54318,0.605,4,14.794,-0,15.292,-0,14.977,-0,14.58,-0,14.472,0.026
119.406061,0.245,-28.460821,1.463,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.406348,0.853,-28.459926,1.28,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.406361,0.723,-28.741052,1.607,2,NA,NA,NA,NA,16.745,-0,NA,NA,NA,NA
119.40703,1.044,-28.350463,1.003,3,15.53,-0,NA,NA,NA,NA,15.349,-0,NA,NA
119.407267,0.75,-28.740994,0.847,2,16.615,-0,16.999,-0.092,NA,NA,16.25,-0,NA,NA
119.407383,0.749,-28.733314,0.503,6,12.959,0.023,13.346,0.008,13.076,0.026,12.966,0.035,12.889,0.023
119.407769,0.664,-28.657233,0.579,4,12.665,-0,12.988,-0,12.729,0.019,12.684,0.037,12.651,-0
119.407798,0.542,-28.867702,1.456,3,13.757,-0,14.572,-0.027,14.298,-0,NA,NA,NA,NA
119.407802,0.625,-28.657208,0.464,4,12.64,0.006,12.955,0.011,NA,NA,NA,NA,NA,NA
119.407906,1.148,-28.664856,1.058,2,15.965,-0,16.655,-0,16.097,-0,15.745,-0,NA,NA
119.407917,0.454,-28.495064,0.585,3,13.069,-0,13.524,-0,13.227,-0,12.965,-0,12.88,-0
119.408068,1.524,-28.994922,1.013,3,14.154,-0,15.334,-0,14.841,-0,13.754,-0,NA,NA
119.408113,0.985,-28.472414,0.253,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.408409,0.993,-28.817067,1.291,3,NA,NA,15.8,-0,NA,NA,NA,NA,15.246,-0.167
119.408509,0.772,-28.699922,0.401,6,12.909,0.029,13.999,0.009,13.4,0.022,12.583,0.051,12.208,0.016
119.408592,1.135,-28.994653,0.684,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.408616,0.466,-28.867113,0.568,2,NA,NA,NA,NA,14.192,-0.012,13.536,0.006,13.331,-0
119.408635,0.481,-28.467323,0.529,4,10.755,0.018,10.814,0.018,10.695,0.014,10.818,0.013,10.93,0.027
119.40867,0.84,-28.882362,0.42,6,14.1,0.063,14.575,0.005,14.267,0.006,13.99,0.046,13.927,0.154
119.408882,0.479,-28.314722,0.587,4,13.083,0.008,13.6,0.047,13.303,-0,12.953,-0,12.854,-0
119.409205,0.709,-28.777779,0.312,6,12.506,0.022,14.038,0.017,13.234,0,12.015,0.058,11.427,0.048
119.410183,0.746,-28.79399,0.374,5,12.627,0.023,12.847,0.017,12.658,0.008,12.721,0.03,12.753,0.008
119.410627,1.866,-28.821987,0.343,2,NA,NA,13.896,-0,13.538,-0,13.078,-0,12.973,-0
119.410845,1.069,-28.706446,1.342,3,15.941,0.242,16.333,0.039,NA,NA,NA,NA,NA,NA
119.410873,1.451,-28.822028,0.48,4,13.259,-0,NA,NA,13.443,0,13.119,0.035,NA,NA
119.411182,1.162,-28.822046,0.404,4,13.277,-0,13.783,-0,NA,NA,NA,NA,13.045,0.048
119.411213,1.018,-28.358125,0.821,3,14.413,-0,14.843,-0,14.605,-0,14.363,-0,14.29,-0
119.411244,0.54,-28.240567,0.634,4,12.156,0.012,12.583,0.047,12.323,-0,12.081,-0,12.005,-0
119.411471,0.53,-28.766139,0.257,6,10.524,0.014,11.209,0.017,10.795,0.01,10.345,0.016,10.229,0.186
119.411649,1.262,-28.399393,0.911,2,16.176,-0,17.057,-0,NA,NA,NA,NA,NA,NA
119.411831,1.886,-28.849484,0.579,2,16.115,-0,NA,NA,NA,NA,NA,NA,15.577,-0
119.411855,0.747,-28.966388,0.599,6,14.424,0.023,15.204,0.034,14.763,0.037,14.23,0.006,14.109,0.052
119.412012,0.647,-28.268934,0.764,4,13.864,0,14.225,0.064,14.009,-0,13.829,-0,13.771,-0
119.412426,1.129,-28.185822,0.874,2,NA,NA,NA,NA,16.76,-0,16.013,-0,NA,NA
119.412505,1.039,-28.559693,0.395,3,14.793,-0,15.293,-0,15.022,-0,14.597,-0,14.549,0.184
119.412622,0.412,-28.160514,0.598,4,13.479,0,13.92,0.064,13.68,-0,13.386,-0,13.303,-0
119.412828,0.982,-28.930343,1.055,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.412917,0.667,-28.68622,1.1,3,NA,NA,NA,NA,NA,NA,NA,NA,14.362,-0.053
119.41297,0.832,-28.686333,1.127,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.413005,0.695,-28.530026,0.474,3,14.558,-0,14.905,-0,14.64,-0,14.523,-0,14.522,-0
119.413026,0.69,-28.507064,1.138,3,15.17,-0,16.046,-0,15.573,-0,14.969,-0,14.75,-0
119.413492,0.594,-28.35149,0.74,3,14.891,-0,15.925,-0,15.313,-0,14.539,-0,14.263,-0
119.413545,0.232,-28.472422,0.412,2,11.52,-0,12.736,-0,12.085,-0,11.075,-0,10.711,0.031
119.413729,0.692,-28.908938,0.486,6,13.987,0.012,14.726,0.024,14.288,0.017,13.838,0.052,13.661,0.111
119.413731,0.64,-28.308537,1.35,2,14.84,-0,15.458,-0,15.094,-0,14.637,-0,14.453,-0
119.414565,0.665,-28.286988,0.836,3,NA,NA,NA,NA,NA,NA,NA,NA,15.629,-0
119.414643,0.83,-28.411201,0.783,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.41506,0.434,-28.375056,0.531,4,11.106,0.006,11.139,0.045,11.041,-0,11.248,-0,11.389,-0
119.415267,0.477,-28.423632,0.598,4,12.457,0.008,12.728,0.041,12.525,-0,12.478,-0,12.467,-0
119.415904,0.719,-28.758086,0.819,6,14.583,0.03,15.268,0.067,14.868,0.056,14.435,0.025,14.313,0.091
119.415949,0.675,-28.758126,0.997,3,NA,NA,NA,NA,15.017,-0.035,NA,NA,NA,NA
119.41599,1.563,-28.578604,0.867,2,15.662,-0,16.323,-0,15.846,-0,15.498,-0,NA,NA
119.416134,0.5,-28.324561,0.75,4,13.779,-0,14.491,-0.032,NA,NA,NA,NA,13.356,-0
119.416585,0.652,-28.979884,0.346,6,13.182,0.022,13.668,0.026,13.373,0.012,13.123,0.039,13.041,0.044
119.416724,1.179,-28.213537,0.59,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.417049,0.61,-28.404753,0.516,4,13.528,0.008,14.049,0.138,13.817,-0,13.38,-0,13.37,-0
119.417447,1.144,-28.828367,0.684,2,15.9,-0,16.457,-0.134,NA,NA,NA,NA,NA,NA
119.417767,1.084,-28.592001,1.242,2,16.036,-0,17.104,-0,NA,NA,NA,NA,15.448,-0
119.418024,0.953,-28.891502,0.596,4,13.465,0.038,14.306,-0,13.8,0.046,13.274,0.014,13.058,-0
119.418119,0.633,-28.891519,0.546,4,13.463,-0,14.226,0.016,13.818,-0,13.265,-0,13.081,-0
119.418134,0.378,-28.301843,0.622,4,13.057,0.01,13.309,0.086,13.146,-0,13.075,-0,13.103,-0
119.418764,1.053,-28.392635,0.799,3,15.208,-0,15.974,-0,15.457,-0,14.928,-0,14.771,-0
119.419024,0.933,-28.682013,0.658,4,14.818,0.039,15.404,0.072,15.052,0.035,14.74,0.034,14.618,-0
119.419066,1.228,-28.392439,1.699,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.419195,0.949,-28.682082,0.792,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.419863,0.72,-28.877856,0.414,6,13.697,0.016,14.32,0.014,13.939,0.028,13.578,0.023,13.436,0.049
119.42045,0.738,-28.413745,1.047,3,15.467,-0,15.82,-0,15.542,-0,15.349,-0,NA,NA
119.421148,0.36,-28.611044,0.253,4,10.365,0.02,12.43,0.046,11.351,-0,9.606,0.016,8.806,0.216
119.421264,0.633,-28.637995,0.759,2,15.594,0,16.864,0,16.227,0,15.245,0,NA,NA
119.421744,0.855,-28.196766,0.692,3,14.421,-0,14.91,-0,14.62,-0,14.349,-0,14.299,-0
119.421808,0.763,-28.196791,0.71,3,14.433,-0,14.857,-0.039,NA,NA,NA,NA,NA,NA
119.421858,0.672,-28.857176,0.298,6,11.55,0.009,11.817,0.017,11.601,0.017,11.588,0.041,11.603,0.036
119.422002,0.786,-28.81972,0.354,6,13.709,0.023,14.054,0.035,13.814,0.017,13.729,0.008,13.722,0.063
119.422891,0.878,-28.257587,0.883,3,14.805,-0,15.347,-0,15.041,-0,14.67,-0,14.546,-0
119.422913,0.747,-28.379986,0.708,3,14.165,-0,14.809,-0,14.417,-0,13.971,-0,13.877,-0
119.42294,1.107,-28.380032,0.845,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.422984,1.169,-28.93709,0.806,2,15.829,-0,NA,NA,16.24,-0,15.507,-0,15.327,-0
119.423063,1.407,-28.937932,1.564,3,NA,NA,16.747,-0,NA,NA,NA,NA,NA,NA
119.423183,0.915,-28.937731,1.514,3,NA,NA,NA,NA,NA,NA,NA,NA,15.162,-0.098
119.423185,0.805,-28.661344,0.487,6,12.59,0.02,12.947,0.017,12.7,0.017,12.593,0.006,12.545,0.034
119.423277,0.523,-28.323922,0.567,4,13.508,0.014,13.819,0.066,13.617,-0,13.47,-0,NA,NA
119.423289,0.512,-28.232459,0.609,4,13.238,0,13.781,0.023,13.476,-0,13.104,-0,12.973,-0
119.423598,1.111,-28.888423,1.601,3,NA,NA,NA,NA,NA,NA,NA,NA,13.7,-0
119.423668,0.975,-28.582309,0.973,4,NA,NA,16.1,-0,15.538,-0.063,14.187,-0,NA,NA
119.423678,0.382,-28.697213,0.018,2,NA,NA,NA,NA,NA,NA,NA,NA,14.077,-0
119.423712,1.007,-28.582042,1.06,2,14.718,-0,NA,NA,15.422,-0,14.106,-0,13.559,-0
119.423872,0.744,-28.888275,0.931,4,14.207,0.052,15.083,0.061,NA,NA,NA,NA,NA,NA
119.423934,1.623,-28.778592,0.848,2,16.198,-0,16.776,-0,16.411,-0,16.005,-0,15.672,-0
119.424553,1.241,-28.723616,1.162,2,16.095,-0,16.791,-0,16.588,-0,15.737,-0,NA,NA
119.424715,0.78,-28.762692,0.746,5,14.899,0.012,16.382,0.086,15.55,-0,14.393,-0,13.837,0.061
119.424928,1.094,-28.295023,1.061,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.424938,1.818,-28.283458,0.673,2,NA,NA,NA,NA,16.208,-0,15.575,-0,15.311,-0
119.424952,0.681,-28.295253,1.191,2,14.657,-0,15.42,-0,15.003,-0,14.48,-0,14.292,-0
119.4251,1.258,-28.283101,1.053,2,15.873,-0,16.728,-0,NA,NA,NA,NA,NA,NA
119.425145,0.309,-28.318785,0.485,3,12.463,-0,13.931,-0,13.152,-0,11.925,-0,11.433,-0
119.425149,0.885,-28.295096,0.971,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.425363,0.443,-28.397426,0.64,3,14.227,-0,14.931,-0,14.532,-0,14.07,-0,13.972,-0
119.425938,0.861,-28.275489,0.784,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.42609,0.701,-28.464831,1.047,3,14.939,-0,15.686,-0,NA,NA,NA,NA,NA,NA
119.426482,0.933,-28.368604,0.729,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.427119,0.339,-28.43829,0.81,3,13.148,-0,14.123,-0,13.628,-0,12.799,-0,12.464,-0
119.427502,1.001,-28.476387,0.883,3,15.071,-0,16.139,-0,15.546,-0,14.736,-0,14.342,-0
119.427532,0.956,-28.797739,0.727,3,15.131,-0,16.607,-0,15.797,-0,14.573,-0,13.969,-0
119.428193,0.759,-28.841246,0.31,5,13.33,0.035,14.18,0.023,13.69,0,13.097,0.065,12.907,0.039
119.42826,0.875,-28.360949,0.641,4,14.109,0,14.467,0.047,14.234,-0,14.029,-0,14.002,-0
119.428292,0.939,-28.453556,0.586,3,15.52,-0,15.962,-0,15.687,-0,15.339,-0,NA,NA
119.428304,0.684,-28.549031,1.26,3,15.341,0.082,16.014,0.129,NA,NA,NA,NA,NA,NA
119.428634,0.502,-28.483376,0.566,4,13.822,0.022,15.582,0.008,14.724,-0,13.13,-0,12.391,-0
119.429179,0.638,-28.540235,0.544,4,12.927,0.086,13.415,0.039,13.258,-0,12.76,-0,12.601,-0
119.429295,0.994,-28.920186,0.316,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.429605,1.186,-28.96959,0.726,5,14.682,0.078,15.969,0.006,15.32,0.058,14.311,0.069,13.87,0.084
119.429637,0.608,-28.41635,0.76,3,14.598,-0,15.246,-0,14.935,-0,14.426,-0,14.341,-0
119.429798,1.259,-28.96963,0.77,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.429847,1.131,-28.920387,0.684,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.429959,0.891,-28.304992,0.569,3,14.672,-0,15.419,-0,15.064,-0,14.41,-0,14.321,-0
119.430587,1.26,-28.677181,0.851,3,15.24,-0,16.063,-0.043,NA,NA,NA,NA,15.014,-0
119.430687,1.454,-28.677251,0.77,2,15.281,-0,16.02,-0,15.635,-0,15.107,-0,14.903,-0
119.431124,1.13,-28.626456,0.967,2,15.632,-0,16.79,-0,16.128,-0,15.086,-0,14.467,-0
119.431149,0.798,-28.246421,0.641,3,14.826,-0,15.58,-0,15.139,-0,14.564,-0,NA,NA
119.43137,0.554,-28.566856,0.362,5,12.197,0.016,13.138,0.006,12.624,-0,11.897,-0,11.618,-0
119.431853,0.809,-28.317446,0.983,2,15.097,-0,15.866,-0,15.568,-0,14.796,-0,NA,NA
119.431968,0.501,-28.554416,0.423,4,11.444,0.047,11.913,0.019,11.64,-0,11.392,-0,11.314,-0
119.432058,0.834,-28.155543,0.618,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.432564,1.196,-28.834127,1.011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.432609,0.375,-28.573947,0.291,4,13.152,0.008,14.492,0.019,13.792,-0,12.696,-0,12.182,-0
119.432759,0.565,-28.993089,0.202,6,12.217,0.021,12.661,0.009,12.366,0.006,12.168,0.068,12.101,0.025
119.432799,0.645,-28.282844,0.949,4,13.711,0.014,13.921,0.084,13.766,-0,13.708,-0,13.784,-0
119.433124,0.703,-28.337083,0.88,3,14.859,-0,15.609,-0,15.185,-0,14.558,-0,14.464,-0
119.433201,1.376,-28.834465,0.975,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.433494,0.691,-28.531155,1.16,2,NA,NA,NA,NA,16.555,-0,16.189,-0,NA,NA
119.433605,0.446,-28.460145,0.491,4,12.854,0.034,14.669,0.021,13.726,-0,12.148,-0,10.969,-0
119.433795,0.479,-28.223059,0.638,4,11.246,0.007,11.595,0.029,11.37,-0,11.206,-0,11.134,-0
119.433931,0.788,-28.981521,0.708,6,14.374,0.017,15.088,0.019,14.682,0.018,14.259,0.038,14.085,0.041
119.433961,0.646,-28.951563,0.287,6,13.448,0.011,14.089,0.029,13.722,0,13.297,0.023,13.135,0.035
119.434765,0.675,-28.957583,0.393,5,13.464,0.017,14.267,0.006,13.84,0.017,13.249,0.014,13.036,0.041
119.435195,1.693,-28.821963,0.446,3,15.687,-0,16.379,-0,NA,NA,NA,NA,15.469,-0.228
119.435475,1.034,-28.822052,0.938,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.435999,0.664,-28.561024,0.63,4,13.514,-0,13.966,-0,13.686,-0,13.457,-0,13.436,0.035
119.436605,0.93,-28.586154,1.079,4,15.359,0.006,16.128,0.085,15.711,-0,15.142,-0,14.938,-0
119.436612,1.499,-28.380812,0.368,2,NA,NA,NA,NA,14.947,-0,14.031,-0,NA,NA
119.436971,1.305,-28.885007,0.866,5,14.4,-0,14.994,-0.03,14.38,0,13.875,0,13.658,0
119.437183,1.023,-28.884981,0.805,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.437416,1.075,-28.453547,0.942,2,15.702,-0,16.218,-0,15.882,-0,15.833,-0,NA,NA
119.437581,1.111,-28.875033,1.353,3,NA,NA,NA,NA,15.976,-0,15.36,-0,15.296,0.061
119.437617,0.707,-28.658061,0.504,2,15.113,0.944,16.5,0.219,NA,NA,NA,NA,NA,NA
119.437737,1.195,-28.875188,1.539,2,NA,NA,NA,NA,NA,NA,NA,NA,15.464,-0.193
119.438529,0.849,-28.46873,0.272,2,14.822,-0,15.467,-0,15.05,-0,14.639,-0,14.298,-0
119.438682,0.637,-28.190443,0.844,4,14.397,0.023,14.777,0.068,14.541,-0,14.353,-0,14.293,-0
119.438927,0.857,-28.856768,1.232,3,15.509,-0,16.24,-0,15.778,-0,15.263,-0,14.956,-0
119.439086,0.684,-28.287452,0.775,4,14.408,0.059,15.097,0.048,14.722,-0,14.27,-0,14.133,-0
119.439283,1.217,-28.793467,1.548,3,NA,NA,NA,NA,16.708,-0,15.977,-0,15.5,-0
119.439683,0.841,-28.198607,0.977,3,NA,NA,NA,NA,15.845,-0,14.634,-0,14.125,-0
119.439752,0.769,-28.708113,0.558,5,13.778,0.184,14.255,0.184,14.001,0.168,13.718,0.281,13.481,0.068
119.439869,0.79,-28.793806,1.161,2,16.205,-0,17.238,-0,NA,NA,NA,NA,NA,NA
119.439901,0.467,-28.30243,0.559,3,13.975,-0,14.591,-0,14.252,-0,13.788,-0,13.633,-0
119.440475,1.014,-28.643658,0.713,6,15.291,0.028,15.76,0.102,15.474,-0,15.134,-0,15.136,0.215
119.440688,1.117,-28.312069,0.906,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.441025,0.874,-28.31212,0.774,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.44112,0.983,-28.670643,0.342,2,NA,NA,NA,NA,16.388,-0,15.528,-0,15.796,0.4
119.441349,0.578,-28.914402,0.333,6,13.361,0.034,13.956,0.047,13.601,0.028,13.264,0.052,13.114,0.038
119.441413,0.533,-28.770354,0.248,6,11.084,0.011,11.305,0.014,11.107,-0,11.129,-0,11.183,0.012
119.442078,0.821,-28.812522,0.914,3,NA,NA,NA,NA,15.533,-0,14.707,-0,14.482,-0
119.442121,0.918,-28.81245,0.933,3,15.213,-0,16.291,-0.142,NA,NA,NA,NA,NA,NA
119.442269,1.075,-28.41633,0.182,3,13.378,-0,14.069,-0,13.679,-0,13.295,-0,12.98,-0
119.442453,0.68,-28.566136,0.18,2,NA,NA,NA,NA,16.165,-0,14.646,-0,13.943,-0
119.44257,0.499,-28.165519,0.665,4,12.752,0,13.083,0.023,12.886,-0,12.706,-0,12.66,-0
119.44295,0.89,-28.997385,0.922,4,15.504,-0,16.514,-0,16.006,-0,15.142,-0,14.768,0.032
119.443233,0.87,-28.439847,0.934,2,15.712,-0,16.833,-0,16.285,-0,15.548,-0,NA,NA
119.44349,0.431,-28.4946,0.54,4,13.829,0.029,14.997,0.015,14.369,-0,13.422,-0,13.026,-0
119.443725,1.116,-28.721128,0.641,4,15.399,0.025,16.319,0.088,15.731,0.059,15.287,0.051,15.107,-0
119.443753,1.135,-28.526069,0.752,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.443952,0.575,-28.270381,0.926,3,15.792,-0,17.064,-0,16.381,-0,15.328,-0,14.992,-0
119.44397,0.786,-28.720993,1.048,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.444807,0.661,-28.448629,1.074,2,NA,NA,NA,NA,15.683,-0,14.884,-0,14.554,-0
119.444928,0.765,-28.869731,0.477,6,14.558,0.006,15.052,0.017,14.759,0.024,14.527,0.092,14.461,0.031
119.445004,0.772,-28.429305,0.608,3,14.605,-0,15.475,-0,14.971,-0,14.354,-0,14.109,-0
119.445089,1.144,-28.44864,0.788,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.445183,0.546,-28.294611,0.545,4,13.34,0.01,14.476,0.065,13.896,-0,12.944,-0,12.567,-0
119.446115,0.916,-28.633782,1.297,3,15.297,-0,16.629,-0,15.966,-0,14.781,-0,14.149,-0
119.446143,0.857,-28.633646,0.946,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.446236,1.332,-28.23038,0.399,2,13.577,-0,14.84,-0,14.215,-0,13.11,-0,12.616,-0
