radeg,raerr,decdeg,decerr,number_of_Obs,Johnson_V,Verr,Johnson_B,B_err,Sloan_g,gerr,Sloan_r,r_err,Sloan_i,i_err
119.235539,0.965,-28.600226,0.866,5,15.321,0.143,15.792,0.199,15.513,0.008,15.07,0.044,14.88,0.038
119.236017,0.639,-28.478613,0.733,3,14.301,-0,14.705,-0,14.379,-0,14.231,-0,14.204,-0
119.236328,0.994,-28.384487,0.966,2,NA,NA,NA,NA,16.675,-0,15.802,-0,15.872,-0
119.238347,1.053,-28.4233,0.767,3,NA,NA,14.732,-0,14.49,-0,14.118,-0,NA,NA
119.238377,0.663,-28.840384,0.816,5,14.078,0.018,14.475,0.014,14.237,0.01,14.038,0.055,14.048,0.031
119.238447,0.734,-28.780051,0.764,5,12.787,0.011,13.187,0.024,12.936,0.006,12.749,0.006,12.641,-0
119.238604,1.136,-28.807073,0.706,2,15.8,-0,NA,NA,NA,NA,15.653,-0,15.716,0.182
119.238906,0.746,-28.629562,1.462,2,15.563,-0,16.433,-0,16.015,-0,15.408,-0,15.128,-0
119.238959,0.482,-28.41415,0.505,3,13.217,-0,14.522,-0,13.828,-0,12.736,-0,12.264,-0
119.239078,1.72,-28.423279,0.581,3,14.293,-0,NA,NA,NA,NA,NA,NA,13.999,-0
119.239371,1.352,-28.33498,0.448,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.239627,1.163,-28.755936,0.824,2,NA,NA,NA,NA,16.853,-0,16.374,-0,NA,NA
119.240322,0.97,-28.557925,1.047,4,14.957,0.016,15.384,0.111,15.167,-0,14.96,-0,14.601,-0
119.240356,0.886,-28.39916,1.094,3,14.832,-0,15.474,-0,15.154,-0,14.767,-0,14.615,-0
119.241618,0.817,-28.79248,0.993,4,15.075,0.06,15.783,0.006,15.335,-0,14.816,-0,14.711,-0
119.242275,0.66,-28.502731,0.906,3,15.472,-0,16.149,-0,15.739,-0,15.359,-0,15.289,-0
119.242763,0.88,-28.711311,0.555,5,14.097,-0,14.888,-0,14.444,-0,13.863,-0,13.852,0.049
119.243493,1.396,-28.594829,0.89,3,NA,NA,16.979,-0,NA,NA,NA,NA,NA,NA
119.243934,0.77,-28.567811,1.559,2,15.805,-0,16.302,-0,NA,NA,NA,NA,NA,NA
119.244045,0.848,-28.605773,1.109,3,15.833,-0,16.513,-0,16.23,-0,15.611,-0,15.464,-0
119.24444,1.368,-28.324401,1.205,2,NA,NA,NA,NA,16.905,-0,NA,NA,NA,NA
119.244597,0.887,-28.389374,0.764,3,15.202,-0,16.062,-0,15.556,-0,14.96,-0,14.673,-0
119.244688,0.469,-28.620478,0.508,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.244767,0.89,-28.547825,0.601,4,15.345,-0,16.102,-0,15.698,-0,15.076,-0,15.061,0.163
119.244778,0.563,-28.349988,0.967,3,13.639,0.064,14.22,0.006,13.929,0.006,13.529,0.096,13.495,0.139
119.245493,0.471,-28.615052,0.458,5,12.775,0.006,13.6,0.006,13.139,-0,12.486,-0,12.142,0.065
119.245841,1.163,-28.847798,0.794,4,15.664,-0,16.682,-0,16.199,-0,15.272,-0,15.561,-0.122
119.246002,0.506,-28.584176,0.551,5,11.652,0.017,12.127,0.017,11.834,-0,11.569,-0,11.478,0.031
119.246231,0.774,-28.636534,1.147,2,NA,NA,NA,NA,16.18,-0,15.67,-0,15.476,-0
119.246448,1.084,-28.643682,0.811,4,15.155,0.042,16.069,0.257,15.571,0,14.909,0.006,14.795,0.006
119.246511,1.011,-28.643671,0.904,3,15.101,-0,15.787,-0.071,NA,NA,NA,NA,NA,NA
119.246537,1.167,-28.848009,0.968,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.246582,0.838,-28.643578,1.207,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.246858,1.143,-28.836122,0.898,3,NA,NA,NA,NA,16.857,-0,15.441,-0,14.81,0.152
119.2472,0.628,-28.370339,0.652,3,13.524,-0,13.811,-0,13.578,-0,13.552,-0,13.584,-0
119.247262,0.608,-28.669898,0.689,5,14.963,0.038,15.575,0.1,15.305,-0,14.776,-0,14.7,-0.063
119.247757,0.737,-28.455991,0.454,3,13.51,-0,14.684,-0,14.068,-0,13.085,-0,12.758,-0
119.248415,0.45,-28.702232,0.345,5,12.292,0.017,12.685,0.028,12.429,-0,12.235,-0,12.186,0.032
119.248556,0.545,-28.811909,0.607,5,14.722,-0,16.714,-0,15.706,0.017,13.918,0.051,13.004,0.091
119.248654,1.014,-28.447997,0.607,3,14.948,-0,15.611,-0,15.373,-0,14.819,-0,NA,NA
119.249005,0.761,-28.411933,0.665,3,NA,NA,NA,NA,NA,NA,14.235,-0,13.844,-0
119.249085,0.948,-28.762507,0.988,3,15.451,-0,16.139,-0,15.685,0.068,15.308,0.128,14.975,-0
119.24964,0.357,-28.526647,1.11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.250536,0.725,-28.687021,0.893,4,NA,NA,NA,NA,15.477,-0,15.354,-0,15.129,-0.089
119.250946,1.011,-28.629988,0.739,5,15.518,0.014,16.282,0,15.764,-0,15.305,0.083,15.178,0.219
119.251263,0.856,-28.630069,0.923,3,NA,NA,NA,NA,15.8,-0.066,NA,NA,NA,NA
119.2514,1.014,-28.305068,0.488,2,16.608,-0,17.002,-0,16.787,-0,16.372,-0,NA,NA
119.251419,1.683,-28.398946,0.859,3,NA,NA,NA,NA,NA,NA,NA,NA,14.029,-0
119.251629,0.583,-28.575484,0.491,5,14.081,0.052,14.241,0.053,14.085,-0,14.19,-0,14.203,0
119.252763,0.766,-28.532542,0.691,3,14.033,-0,15.611,-0,14.836,-0,13.418,-0,12.79,-0
119.252816,0.671,-28.532497,0.653,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.253799,0.897,-28.724382,1.392,3,15.576,0.022,16.094,0.037,15.748,-0,15.467,-0,15.419,-0
119.253877,0.501,-28.407303,0.511,3,14.44,-0,15.633,-0,15.016,-0,13.967,-0,13.472,-0
119.2549,1.471,-28.622368,0.85,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.255168,0.584,-28.389613,1.058,2,15.418,-0,15.883,-0,15.595,-0,15.319,-0,15.446,-0
119.256528,0.704,-28.36947,1.046,2,15.813,-0,16.677,-0,16.231,-0,15.541,-0,15.317,-0
119.257145,0.712,-28.768759,1.095,3,15.599,-0,16.466,-0,16.028,-0,15.36,-0,15.216,-0
119.258895,0.993,-28.504611,0.69,2,16.431,-0,17.323,-0,16.729,-0,16.073,-0,NA,NA
119.25921,0.824,-28.821038,1.09,3,16.024,0.029,16.949,0.067,16.335,-0,15.739,-0,15.465,-0
119.259225,1.356,-28.600082,0.706,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.259484,0.671,-28.676101,0.423,5,13.378,0.02,13.828,0.064,13.578,0.048,13.272,0.026,13.202,0.016
119.260719,0.646,-28.491124,0.53,3,13.866,-0,14.07,-0,13.888,-0,13.925,-0,14.03,-0
119.260759,0.698,-28.705527,0.745,5,14.773,0.008,15.354,0.02,14.969,-0,14.644,-0,14.593,0.044
119.261029,0.856,-28.563072,0.743,2,NA,NA,NA,NA,16.699,-0,16.079,-0,NA,NA
119.26114,0.509,-28.781718,0.937,5,12.487,0,12.59,0.034,12.448,-0,12.583,-0,12.707,0.052
119.26141,0.569,-28.795975,0.37,5,13.123,0.015,14.524,0.031,13.766,0.011,12.659,0.019,12.245,0.05
119.261495,0.719,-28.863821,0.696,5,14.849,0.014,15.579,0.03,15.167,-0,14.63,-0,14.485,0.006
119.261859,0.703,-28.832496,0.676,4,14.739,0.014,15.46,0.014,15.042,-0,14.573,-0,14.394,0.067
119.26229,0.44,-28.8393,0.381,5,13.709,0.047,14.38,0.054,14.024,-0,13.491,-0,13.366,0.054
119.262553,0.926,-28.427926,1.174,3,NA,NA,NA,NA,15.349,-0,14.645,-0,14.264,0
119.262793,0.547,-28.32948,0.824,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.262827,0.844,-28.329437,0.918,3,14.242,-0,15.52,-0,14.867,-0,13.811,-0,13.363,-0
119.263029,0.815,-28.384492,0.661,3,14.365,-0,14.898,-0,14.566,-0,14.251,-0,14.167,-0
119.263649,1.25,-28.451138,0.615,2,15.243,-0,15.793,-0,15.45,-0,15.111,-0,NA,NA
119.263751,1.347,-28.58386,0.828,3,NA,NA,NA,NA,NA,NA,14.032,-0,13.71,0.03
119.26448,0.869,-28.583364,1.488,2,NA,NA,NA,NA,14.885,-0,NA,NA,NA,NA
119.264539,0.923,-28.287079,1.003,3,NA,NA,15.548,-0,NA,NA,NA,NA,NA,NA
119.264857,1.033,-28.286916,0.606,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.26496,0.551,-28.575919,0.443,5,13.493,0.006,14.041,0.006,13.711,-0,13.396,-0,13.273,0.061
119.266414,0.389,-28.515188,1.033,3,15.347,-0,15.826,-0,15.501,-0,15.372,-0,15.287,-0
119.266449,0.475,-28.731925,0.601,5,13.117,0.017,14.194,0.031,13.615,0.008,12.741,0.023,12.372,0.049
119.266624,0.87,-28.372516,0.596,2,15.24,-0,15.944,-0,15.581,-0,14.94,-0,14.711,-0
119.266693,1.21,-28.53587,0.628,4,14.583,0.052,14.94,0.057,14.733,-0,NA,NA,NA,NA
119.26672,1.149,-28.412323,1.059,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.267202,0.524,-28.727335,0.549,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.267811,0.514,-28.336832,0.557,3,13.716,-0,15.362,-0,14.485,-0,13.084,-0,12.443,-0
119.268118,0.747,-28.501739,1.309,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.268367,1.072,-28.644699,0.657,3,12.833,-0,13.456,-0,13.118,-0,12.581,-0,12.136,-0
119.2685,1.054,-28.818275,1.143,3,15.473,-0,16.341,-0,15.854,0.006,15.265,0.113,14.97,-0
119.268521,0.543,-28.798011,0.333,5,13.068,0.012,13.367,0.011,13.157,0.017,13.087,0.006,13.126,0.058
119.26878,0.451,-28.496909,1.225,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.268807,0.583,-28.496989,1.478,3,14.04,-0,15.28,-0,14.576,-0,13.653,-0,13.222,-0
119.268931,1.012,-28.331758,1.245,2,16.146,-0,17.265,0.011,NA,NA,NA,NA,NA,NA
119.269745,1.212,-28.754569,0.585,2,16.196,0,17.015,0.049,16.572,-0,15.96,-0,15.594,-0
119.269791,0.556,-28.481978,1.621,3,15.549,-0,NA,NA,16.187,-0,15.139,-0,NA,NA
119.26992,1.377,-28.426072,0.705,3,15.979,-0,16.954,-0,NA,NA,NA,NA,NA,NA
119.270073,1.553,-28.708458,0.494,2,NA,NA,NA,NA,NA,NA,NA,NA,15.713,-0
119.271063,0.931,-28.716538,1.126,4,15.404,0.148,15.797,0.043,15.641,-0,15.331,-0,15.43,0.203
119.271142,0.523,-28.866248,0.352,5,13.166,0.006,13.706,0.029,13.389,0.017,13.071,0.014,13.021,0.043
119.271373,0.685,-28.4893,0.762,3,14.528,-0,15.334,-0,14.841,-0,14.281,-0,14.05,-0
119.27143,0.449,-28.477011,0.716,3,13.771,-0,14.318,-0,13.984,-0,13.614,-0,13.493,-0
