radeg,raerr,decdeg,decerr,number_of_Obs,Johnson_V,Verr,Johnson_B,B_err,Sloan_g,gerr,Sloan_r,r_err,Sloan_i,i_err
153.962058,0.586,-58.805993,0.895,3,12.279,0.021,12.864,0.017,12.51,0.024,12.134,0.01,12.017,0.005
153.962065,0.876,-58.39974,0.89,2,15.854,-0,16.958,-0.119,NA,NA,15.701,-0,15.247,-0
153.96209,0.342,-58.515363,0.466,2,15.237,-0,16.169,-0,15.664,-0.033,14.945,-0,14.676,-0
153.962303,1.272,-58.881076,0.811,3,16.201,-0,17.145,-0,16.578,0.11,15.904,0.018,NA,NA
153.962428,1.192,-59.115394,1.048,2,15.549,0.107,16.264,0.011,NA,NA,NA,NA,NA,NA
153.962429,1.364,-58.539398,1.185,2,NA,NA,15.638,-0,NA,NA,NA,NA,NA,NA
153.962541,1.456,-58.426928,1.202,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.962655,0.772,-59.020745,0.439,2,13.596,0.042,15.461,0.029,14.461,-0,12.9,-0,12.099,0.074
153.962816,1.38,-58.426933,1.189,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.962921,1.262,-58.426704,1.008,3,14.6,0.041,15.535,0.135,15.063,-0,14.459,-0,14.291,0.088
153.962933,1.336,-58.426964,1.353,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.963117,0.446,-58.973733,0.196,2,13.638,-0,14.247,0.027,NA,NA,NA,NA,13.238,-0
153.963345,0.473,-59.020624,0.89,2,13.652,0.028,15.474,0.018,14.542,0.026,12.908,0.005,12.126,0.008
153.963381,1.183,-58.426945,0.908,3,14.566,0.039,15.338,0,14.985,0.043,14.321,0.006,14.221,0
153.963446,1.594,-59.115193,0.499,2,15.564,-0,16.228,-0,15.794,-0.058,15.351,-0,NA,NA
153.963635,1.365,-58.479563,1.594,4,NA,NA,15.426,0.022,NA,NA,14.905,-0,NA,NA
153.963845,0.136,-58.973559,0.556,2,13.63,0.034,14.248,0.03,13.887,0.021,13.443,0.011,13.267,0.018
153.963883,1.507,-58.567032,1.13,4,14.889,-0,15.654,-0,15.224,-0,14.669,-0,14.486,-0
153.963938,1.17,-58.644667,0.963,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.96423,1.141,-58.644682,1.043,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.964323,1.088,-58.644723,1.006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.964351,1.069,-58.644724,0.989,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.964413,0.569,-59.138761,0.358,2,14.648,0.036,15.334,0.029,NA,NA,NA,NA,14.341,0.13
153.964502,1.105,-58.644703,1.483,3,13.797,0.018,14.279,0,13.974,-0,13.679,-0,13.605,0.091
153.964508,1.268,-58.479404,1.195,3,14.921,0.033,NA,NA,15.144,-0,NA,NA,14.844,-0
153.964534,1.04,-58.795602,0.67,2,12.603,0.033,14.388,0.008,13.447,-0,11.878,0.117,11.273,0.077
153.964741,0.943,-58.644655,1.022,3,NA,NA,NA,NA,14.025,-0.013,13.626,-0,13.617,-0
153.964802,0.897,-58.644684,1.033,4,13.781,-0,14.308,-0,13.97,-0.009,13.674,-0,13.54,-0
153.964859,1.553,-58.480156,1.203,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.964945,0.862,-58.964461,0.752,2,14.651,0.006,15.068,0.049,14.793,-0,14.635,-0,14.614,0.023
153.964997,0.945,-58.891225,1.134,2,15.176,0.006,16.145,0.087,15.733,-0,14.899,-0,14.789,0.372
153.965155,1.05,-58.566939,1.579,3,NA,NA,NA,NA,NA,NA,NA,NA,14.372,-0.06
153.965245,0.594,-58.795342,1.13,3,12.637,0,14.403,0.041,13.742,0.457,11.953,0.005,11.24,0.006
153.965263,0.971,-58.567191,0.931,4,14.858,0.03,15.659,0,15.25,-0.029,14.691,-0,14.397,-0
153.965373,0.805,-58.4795,1.385,6,14.93,0.008,15.395,0.141,15.083,-0,14.857,-0,14.932,0.139
153.965387,0.334,-59.138583,0.326,2,14.609,0.006,15.287,0.03,14.911,0.041,14.431,0.016,14.329,0
153.965626,0.601,-58.964234,0.504,2,14.635,0.044,15.054,0,14.809,0.063,14.603,0.056,14.568,0.05
153.965795,1.465,-58.667746,0.504,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.965812,0.516,-58.682074,1.167,3,NA,NA,NA,NA,16.392,0.022,14.862,-0,13.996,0.094
153.965839,0.852,-58.3556,1.293,2,15.83,-0,16.817,-0.136,16.221,-0,15.452,-0,15.034,0.108
153.965959,0.645,-58.988972,0.695,4,12.866,0.017,13.255,0.006,13.008,0.009,12.79,0.025,12.752,0.059
153.96632,0.718,-58.778566,0.983,4,12.35,0.012,12.748,0.019,12.485,0.01,12.297,0.019,12.296,0.048
153.966374,0.173,-58.811775,1.064,2,15.333,0.031,15.833,-0.043,NA,NA,NA,NA,NA,NA
153.966605,1.127,-58.380613,0.984,2,13.659,-0,14.34,-0,NA,NA,NA,NA,13.165,-0
153.966752,1.04,-58.380676,1.011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.966778,1.022,-58.380682,1.008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.966782,0.99,-58.380672,1.019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.966807,1.011,-58.380669,1.017,2,13.611,-0,14.366,-0,13.969,-0,13.393,-0,13.237,-0
153.966858,0.989,-58.380682,1.014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.966878,1.003,-58.380668,0.976,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.967005,1.007,-58.365647,0.935,2,13.102,-0,13.791,-0,NA,NA,NA,NA,NA,NA
153.967121,0.844,-58.811453,1.015,3,15.281,-0,15.932,0.085,15.473,0.008,15.11,0.054,15.224,-0
153.967125,0.952,-58.380703,1.02,4,13.615,0.022,14.347,0.148,13.951,-0,13.413,-0,13.183,-0
153.967186,0.84,-58.365609,0.947,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.967197,0.831,-58.365596,0.96,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.967201,0.843,-58.3656,0.942,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.967205,0.855,-58.365596,0.95,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.967235,0.83,-58.365644,0.928,2,NA,NA,13.801,-0,13.397,-0,12.909,-0,12.84,-0
153.967323,0.848,-58.365564,0.968,4,13.066,0,13.757,0.097,13.345,-0,12.862,-0,NA,NA
153.967462,1.047,-58.611232,0.861,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.967468,1.061,-58.611231,0.882,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.967601,1.062,-58.611229,0.881,4,13.038,0.008,13.668,0.025,13.306,-0,12.899,-0,12.819,0.068
153.967651,0.985,-58.611248,0.82,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.967803,0.921,-58.611256,0.805,3,NA,NA,NA,NA,NA,NA,NA,NA,12.766,-0.012
153.967813,0.941,-58.61126,0.797,4,13.027,-0,13.702,-0,13.278,-0.005,12.873,-0,12.76,-0
153.967912,0.831,-58.447139,0.608,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.967922,0.947,-58.364684,0.698,2,13.077,-0,NA,NA,NA,NA,NA,NA,12.831,-0.014
153.967965,0.917,-58.447123,0.596,3,12.323,0.012,12.452,0.006,12.292,-0,12.416,-0,12.569,-0
153.968025,0.808,-58.447158,0.609,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.968101,0.751,-58.447154,0.597,4,12.27,0.014,12.407,0.113,12.258,-0,12.397,-0,12.542,-0
153.969029,1.257,-58.66779,1.057,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.969391,1.153,-58.667906,1.117,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.969716,0.483,-58.955969,0.322,2,12.982,0.025,13.578,0.019,13.217,-0,12.863,-0,12.744,0.091
153.96974,0.628,-58.74248,0.573,2,15.085,0.016,15.964,-0,15.479,-0,14.741,-0,14.531,0.128
153.969765,1.271,-58.54028,1.493,2,NA,NA,14.807,-0,NA,NA,NA,NA,NA,NA
153.969782,1.198,-58.540128,1.278,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.969837,1.194,-58.539779,1.193,2,14.134,-0,NA,NA,NA,NA,NA,NA,NA,NA
153.96996,0.876,-58.742142,1.059,3,15.078,0.011,15.977,0.063,15.473,0.039,14.768,0.052,14.536,0.103
153.969969,1.514,-58.667891,0.963,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.97036,0.17,-58.955715,0.519,2,12.993,0.026,13.585,0.016,13.231,0.018,12.838,0.016,12.74,0.029
153.970579,1.304,-58.540201,1.206,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.970682,1.327,-58.540338,1.294,3,NA,NA,NA,NA,NA,NA,NA,NA,13.827,-0
153.970853,1.22,-58.488618,1.321,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.971079,1.05,-58.633364,1.239,2,NA,NA,14.512,-0,NA,NA,13.848,-0,NA,NA
153.971186,0.858,-59.069253,0.793,4,14.882,0.035,15.549,0.038,15.138,0.033,14.719,0.024,14.555,0.082
153.971321,0.841,-58.866097,0.916,4,14.836,0.049,16.046,0.02,15.419,0.008,14.387,0.037,14.033,0.074
153.971325,1.127,-58.633216,1.093,3,13.93,0.017,14.575,-0,14.141,-0,NA,NA,13.682,-0
153.971355,1.201,-58.633303,1.153,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.971433,1.11,-58.633265,1.153,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.971444,1.098,-58.633294,1.149,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.971508,1.212,-58.633344,1.063,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.971569,0.982,-58.633286,1.15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.971606,1.106,-58.633143,1.28,2,NA,NA,NA,NA,NA,NA,NA,NA,13.792,-0
153.971689,1.567,-58.667808,1.164,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.971783,1.263,-58.539971,1.425,3,NA,NA,14.597,-0,NA,NA,NA,NA,NA,NA
153.971844,1.052,-58.32862,0.703,2,15.539,0.036,16.325,0.068,NA,NA,15.41,-0,15.236,-0
153.971921,0.846,-58.633289,1.119,4,13.931,-0,14.557,-0,14.143,-0.01,13.815,-0,13.693,-0
153.971934,0.811,-58.633253,1.167,3,NA,NA,NA,NA,14.199,-0.015,13.798,-0,13.661,-0
153.972483,1.294,-58.328981,1.054,3,15.538,0.054,16.303,0.101,15.982,-0,NA,NA,NA,NA
153.97251,1.129,-58.667868,1.274,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.972525,1.63,-58.540285,1.318,2,14.11,-0,NA,NA,NA,NA,NA,NA,NA,NA
153.972934,0.443,-58.714212,0.426,2,12.999,0.008,13.635,0.018,13.275,-0,12.856,-0,12.741,0.063
153.97331,1.131,-59.051837,1.085,2,14.883,0.071,16.243,0.115,15.495,-0,14.411,-0,13.825,0.089
153.973358,1.608,-58.66776,0.867,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.973503,0.896,-58.883998,1.106,4,15.406,0.018,16.246,0.03,15.728,0.061,15.155,0.077,14.909,0.123
153.97356,0.253,-58.714007,1.259,3,12.973,-0,13.636,0.008,13.28,-0,12.82,-0,12.689,0.02
153.973744,1.194,-58.555217,1.111,3,14.039,-0,NA,NA,NA,NA,NA,NA,NA,NA
153.973798,0.972,-59.192339,0.897,4,15.126,-0,16.551,-0,15.802,0.072,14.502,0.047,13.966,0.058
153.97391,0.581,-59.051393,0.647,2,14.948,0.017,16.354,0.008,15.72,0.064,14.401,0.006,13.844,0.056
153.974046,0.81,-59.173377,0.776,4,13.922,0.025,14.546,0.016,14.175,0.006,13.781,0.024,13.629,0.06
153.974201,1.258,-58.294612,1.3,3,14.684,-0,15.321,-0,NA,NA,NA,NA,14.534,-0
153.974381,0.495,-58.533223,0.231,2,15.22,0.029,16.457,0.065,NA,NA,NA,NA,NA,NA
153.974574,1.17,-58.294783,1.325,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.975056,1.238,-58.294637,1.358,3,14.735,-0,15.376,-0.035,15.062,-0,14.568,-0,14.47,-0
153.975106,0.515,-59.03651,1.678,2,14.006,0.21,NA,NA,NA,NA,NA,NA,NA,NA
153.97532,1.648,-58.555457,0.924,3,NA,NA,14.828,-0,NA,NA,NA,NA,NA,NA
153.975355,1.392,-58.295049,1.208,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.975449,2.043,-58.451259,0.008,2,NA,NA,NA,NA,15.509,-0,NA,NA,NA,NA
153.975458,0.641,-59.023445,1.096,2,16.336,-0,17.242,-0,16.484,-0.114,15.923,-0,NA,NA
153.975704,1.665,-59.035975,0.831,4,13.944,0.163,14.462,0.093,NA,NA,NA,NA,NA,NA
153.975895,1.123,-58.452243,1.061,4,NA,NA,NA,NA,15.289,-0.026,13.999,0.021,13.494,0.063
153.976052,1.064,-58.668068,1.141,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.976165,0.561,-59.028999,0.346,2,13.617,0.023,14.128,-0,13.834,-0,13.513,-0,13.411,0.053
153.976654,0.436,-59.028835,0.436,3,13.634,0.017,14.108,0.037,13.837,0.008,13.513,0,13.39,0.03
153.97772,1.129,-59.017586,1.145,3,15.931,0.095,17.095,0.135,16.425,0.34,15.766,0.018,15.617,-0
153.977833,1.069,-58.273148,1.016,2,NA,NA,15.104,-0,NA,NA,NA,NA,NA,NA
153.977849,1.574,-58.555719,1.099,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.977988,1.11,-59.121424,0.484,4,14.344,0.025,14.921,0.012,14.571,0.017,14.25,0.034,NA,NA
153.978336,1.275,-58.273197,1.498,3,14.513,0.041,15.13,-0,NA,NA,NA,NA,NA,NA
153.978354,1.179,-58.273117,1.086,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.978569,1.321,-58.555255,1.029,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.978718,1.124,-58.273051,1.063,4,14.456,0.026,15.094,0.043,NA,NA,NA,NA,NA,NA
153.978831,0.497,-59.107678,0.383,2,13.046,0.03,14.262,0.01,13.578,-0,12.676,-0,12.319,0.085
153.979086,0.975,-58.373342,0.995,3,15.271,-0,15.974,0.186,15.708,-0,15.048,-0,14.704,-0
153.979161,0.906,-58.927573,0.742,2,15.036,-0,15.805,-0,15.406,-0,14.704,-0,14.328,0.142
153.979165,0.819,-59.094884,0.398,2,14.289,0.011,15.209,0.016,14.71,-0,14.04,-0,13.681,0.095
153.979274,1.207,-58.273125,0.962,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.9794,0.1,-58.518549,1.125,2,15.566,0.03,16.423,0.056,NA,NA,NA,NA,NA,NA
153.979471,0.137,-59.107478,0.342,2,13.073,0.008,14.276,0.012,13.634,0.021,12.674,0.021,12.319,0
153.979639,0.999,-59.094743,0.438,2,14.331,0.051,15.147,0.021,14.721,0.036,14.031,0.006,13.735,0.01
153.979837,1.008,-59.011543,0.383,2,15.295,-0,16.45,-0,15.946,-0,14.844,-0,14.427,0.104
153.980261,0.58,-58.373799,0.959,2,15.24,-0,16.191,-0,15.678,-0.034,15.014,-0,NA,NA
153.980263,0.963,-58.519257,1.284,2,15.559,0,16.456,0.08,15.878,-0,15.298,-0,NA,NA
153.980305,0.857,-59.07967,0.798,2,15.248,0.015,16.245,0.019,15.815,-0,14.864,-0,14.671,0.124
153.980327,0.701,-59.011182,0.493,2,NA,NA,NA,NA,15.9,0.006,14.885,0.054,14.38,0.01
153.980467,1.036,-58.927327,1.164,2,NA,NA,NA,NA,15.398,0.011,14.678,0.035,14.448,0
153.980773,0.421,-58.846929,0.304,2,11.154,0.029,12.075,0.014,11.565,-0,10.901,-0,10.658,0.081
153.980869,0.433,-59.079491,0.887,2,15.289,0.084,16.159,0.028,15.727,0.019,14.894,0.065,14.455,0.077
153.981036,0.945,-58.311398,0.472,2,15.295,0.04,16.273,-0.063,15.888,-0,14.886,-0,14.469,-0
153.981171,0.895,-58.706761,0.4,2,14.745,0.023,15.424,0.006,15.001,-0,14.564,-0,14.495,0.158
153.981365,0.164,-58.846639,0.761,2,11.16,0.017,12.099,0,11.582,0.035,10.876,0.007,10.617,0.004
153.981498,0.926,-58.706462,0.859,2,14.744,0.058,15.438,0.01,15.024,0.037,14.544,0.011,14.408,-0
153.981504,0.553,-59.136707,0.561,2,14.782,0.037,16.189,0.043,15.425,-0,14.344,-0,13.845,0.126
153.98152,1.124,-58.466349,1.298,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.981583,1.047,-58.466245,1.155,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.981617,0.857,-58.46622,1.341,2,NA,NA,14.948,-0,NA,NA,NA,NA,NA,NA
153.98167,0.85,-58.466432,1.301,3,14.29,0.095,14.97,0.032,14.588,-0,14.062,-0,13.883,0.135
153.981689,1.015,-58.466418,1.41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.981741,0.984,-58.466275,1.176,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.981787,0.594,-58.311824,0.887,2,15.313,0.006,16.351,0.093,15.838,-0,14.878,-0,NA,NA
153.981883,0.538,-58.99512,1.176,2,NA,NA,NA,NA,NA,NA,NA,NA,14.811,0.175
153.981927,1.365,-58.50146,1.199,2,14.502,-0,15.264,-0,NA,NA,14.337,-0,14.229,-0
153.981972,1.515,-58.501422,1.034,2,NA,NA,15.182,-0,NA,NA,NA,NA,14.109,-0
153.982108,1.023,-58.466398,1.127,3,14.192,0.046,14.917,0.089,14.484,0.016,14.027,0.006,NA,NA
153.982164,0.462,-59.136545,1.217,2,14.807,0.042,16.212,0.022,15.5,0.067,14.3,0.017,13.778,0
153.982172,0.579,-58.311331,0.489,2,NA,NA,16.438,-0,NA,NA,NA,NA,14.504,-0.054
153.982292,1.324,-58.414235,1.155,4,14.538,-0,15.346,0.026,NA,NA,NA,NA,13.988,-0
153.982408,1.233,-58.414315,1.042,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.982467,1.301,-58.501528,1.187,3,14.522,-0,15.182,-0,NA,NA,NA,NA,NA,NA
153.98261,1.328,-58.50137,1.17,3,14.545,-0,NA,NA,NA,NA,NA,NA,NA,NA
153.982678,0.608,-58.465913,1.419,2,NA,NA,NA,NA,NA,NA,NA,NA,13.843,-0.034
153.982762,1.115,-58.994904,0.713,2,15.559,-0,16.383,-0,15.881,0.055,15.191,0.121,14.987,0.123
153.982929,1.031,-58.50147,1.235,3,NA,NA,NA,NA,NA,NA,NA,NA,14.04,-0.039
153.982942,1.06,-58.414221,1.054,4,14.496,0.023,15.32,0.123,14.861,-0,14.248,-0,13.928,-0
153.98297,0.91,-58.414091,1.212,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.983291,0.962,-58.502003,1.808,3,NA,NA,NA,NA,14.828,-0,NA,NA,14.109,-0
153.983358,0.747,-58.5017,0.839,3,14.449,0.041,15.17,0.165,14.788,-0,14.293,-0,14.004,-0
153.983613,0.514,-58.891229,0.314,2,13.399,0.023,13.944,0.008,13.599,-0,13.276,-0,13.19,0.092
153.98379,0.769,-58.639144,1.19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.983927,0.214,-58.97514,1.498,2,NA,NA,NA,NA,NA,NA,13.28,0,12.569,0.009
153.984006,0.429,-58.331867,0.903,2,15.998,0.075,17.052,0.315,NA,NA,NA,NA,NA,NA
153.984171,0.213,-58.890936,0.565,2,13.395,0.017,13.959,0.012,13.618,0.025,13.248,0.023,13.149,0.022
153.984402,1.318,-58.449738,1.22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.984751,1.027,-58.396742,0.853,2,NA,NA,NA,NA,NA,NA,15.971,-0,15.546,0.011
153.984774,1.431,-58.639683,1.452,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.985206,0.685,-59.192719,0.693,2,13.404,0.006,NA,NA,13.774,-0,13.163,-0,12.97,0.075
153.985318,0.378,-58.440507,1.065,3,15.574,0.006,16.348,0.047,15.968,-0,NA,NA,15.404,-0
153.985429,1.285,-58.449511,0.877,3,14.711,-0,15.483,-0,NA,NA,14.465,-0,14.284,-0
153.985453,0.772,-59.072319,0.401,3,13.858,0.026,14.452,0.008,14.141,0.025,13.665,0.008,13.448,0.005
153.985502,1.077,-58.357032,0.943,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.98551,1.101,-58.357006,0.938,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.985511,1.131,-58.357033,0.887,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.985516,1.165,-58.357001,0.867,4,13.937,-0,14.452,-0,NA,NA,13.752,-0,13.606,-0
153.985534,0.503,-59.054168,1.703,2,15.821,-0,16.532,-0.083,NA,NA,15.54,-0,15.15,0.057
153.985548,0.772,-58.788121,0.671,2,12.167,0.006,12.541,0.006,NA,NA,12.132,-0,12.11,0.082
153.985664,0.767,-59.192733,0.879,4,13.382,0.045,14.14,0.089,13.691,0.016,13.125,0.037,12.916,0.006
153.985699,1.025,-58.357041,0.917,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.985703,1.025,-58.357048,0.915,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.985708,0.949,-58.687338,0.744,3,12.229,0.025,12.931,0.015,12.563,-0,11.989,-0,11.563,0.132
153.985711,1.01,-58.35704,0.928,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.985712,1.014,-58.357017,0.902,3,13.867,-0,14.478,-0,14.129,-0,NA,NA,13.7,-0
153.985716,1.021,-58.357047,0.923,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.985769,0.578,-58.63898,0.964,2,15.156,-0,15.671,0.055,15.966,-0,15.02,0.052,14.993,-0
153.985879,1.302,-58.449921,1.144,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.985891,1.238,-58.450083,1.153,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.985954,0.886,-58.687294,0.839,3,12.218,-0,12.938,-0,12.56,0.012,11.951,0.016,11.516,0.012
153.986246,0.931,-58.35704,0.897,4,13.873,0.006,14.431,0.095,14.107,-0,13.719,-0,13.509,-0
153.986276,0.749,-58.787776,0.921,2,12.159,0.018,12.578,0.008,12.299,0.02,12.073,0.017,12.071,0.039
153.986341,1.111,-58.638494,0.565,2,15.055,-0,15.687,-0.069,15.393,-0,15.093,-0,15.072,-0
153.986405,0.468,-58.449257,1.014,2,14.716,-0,15.525,-0,15.051,-0,NA,NA,14.344,-0
153.986773,0.831,-58.449882,1.226,4,14.678,0.014,15.477,0.107,14.996,-0,14.456,-0,14.308,-0
153.986933,0.845,-58.639612,0.769,2,NA,NA,NA,NA,15.331,-0.032,15.028,-0,14.921,-0
153.986972,1.047,-58.58369,0.817,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.987051,1.036,-58.583668,0.809,3,13.269,0.034,13.978,0.03,13.567,-0,13.107,-0,13.014,-0
153.987141,0.999,-59.187882,0.946,2,15.398,-0,16.165,0.025,15.574,-0,15.315,-0,NA,NA
153.98719,0.981,-58.583681,0.804,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.987193,0.976,-58.583678,0.797,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.987207,0.963,-58.583707,0.811,2,13.28,-0,13.957,-0,NA,NA,NA,NA,12.943,0
153.987281,0.648,-58.695767,0.555,2,16.438,-0,17.597,-0,NA,NA,NA,NA,15.772,-0.183
153.987558,1.091,-58.566734,1.065,3,14.453,0.028,15.13,-0,NA,NA,NA,NA,NA,NA
153.987649,1.279,-58.566926,1.149,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.987756,1.155,-58.583647,0.806,4,13.24,-0,13.978,-0,13.512,-0.006,13.074,-0,12.918,-0
153.987837,1.156,-58.583584,1.033,3,NA,NA,NA,NA,NA,NA,NA,NA,12.925,0
153.988017,1.081,-58.567119,1.356,3,NA,NA,NA,NA,NA,NA,NA,NA,14.131,-0
153.988224,0.686,-59.016883,0.433,3,14.012,0.011,14.636,0.016,14.294,-0,13.882,-0,13.746,0.036
153.988445,1.481,-58.565698,1.374,2,NA,NA,15.138,-0,NA,NA,NA,NA,NA,NA
153.988957,0.241,-59.016535,0.593,2,14.045,0.025,14.648,0.017,14.288,0.039,13.865,0.034,13.689,0.04
153.988971,0.825,-58.566835,1.356,5,14.436,-0,15.054,-0,14.675,-0.018,14.25,-0,14.118,-0
153.989467,0.717,-58.807372,0.9,2,14.56,0.047,15.121,0.034,14.796,-0,14.425,-0,14.347,0.125
153.989827,1.158,-58.609316,0.788,2,15.805,0.103,16.861,0.186,16.317,-0,15.484,-0,15.18,0.046
153.990021,0.64,-58.806996,0.988,2,14.551,0.028,15.152,0.006,14.787,0.04,14.372,0.037,14.333,0.042
153.990154,0.925,-58.625458,0.979,4,14.432,0,16.08,0.054,15.219,-0,13.886,-0,13.333,0.09
153.990619,1.352,-58.625059,1.363,2,NA,NA,NA,NA,15.249,-0.032,13.856,-0,13.236,-0
153.991425,0.622,-58.770808,1.187,4,14.395,0.063,15.887,0.158,15.128,0.006,13.805,0.006,13.116,0.082
153.991426,1.23,-58.482234,1.11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.991761,1.006,-58.717702,0.326,2,NA,NA,NA,NA,NA,NA,NA,NA,15.086,0.045
153.99203,1.029,-58.512881,0.803,2,16.213,-0,17.271,-0,16.447,-0,15.816,-0,15.482,0.222
153.992179,0.627,-59.06185,0.499,2,14.358,-0,15.565,-0.036,14.963,-0,13.941,-0,13.573,0.123
153.992286,1.193,-58.717446,1.272,2,NA,NA,NA,NA,16.259,0.021,15.55,0.088,NA,NA
153.992376,1.105,-58.704937,0.303,2,14.341,0.076,14.963,0.068,14.587,-0,14.316,-0,14.007,-0
153.992638,0.85,-58.48131,0.451,2,NA,NA,NA,NA,NA,NA,NA,NA,12.64,-0
153.992773,0.274,-59.061588,0.584,2,14.375,-0,15.636,-0,14.98,0.059,13.946,0.006,13.542,0.018
153.992859,0.283,-58.965574,1.164,2,14.447,-0,15.596,-0.036,15.01,-0,14.086,-0,13.732,0.066
153.993096,0.927,-58.278448,0.662,4,12.975,0.006,13.303,0.008,13.097,-0,12.927,-0,13.02,0.062
153.993201,0.888,-58.278449,0.637,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.993244,0.812,-58.278463,0.636,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153.993257,0.826,-58.278465,0.639,4,12.947,0.027,13.276,0.099,13.044,-0,12.95,-0,12.949,-0
153.993425,0.823,-58.597745,0.732,3,NA,NA,NA,NA,NA,NA,13.872,-0,NA,NA
153.993515,0.366,-58.965292,1.116,2,14.509,-0,15.559,-0,14.957,0.021,14.117,0.03,13.659,0.033
153.993603,1.127,-58.704674,1.284,2,14.252,-0,14.942,-0,14.566,-0.02,14.097,-0,14.05,-0
153.993626,1.191,-58.648556,1.086,2,NA,NA,14.42,-0,NA,NA,NA,NA,NA,NA
