radeg,raerr,decdeg,decerr,number_of_Obs,Johnson_V,Verr,Johnson_B,B_err,BV
143.040873,0.666,-50.604979,0.858,6,14.712,0.08,15.381,0.074,0.669
142.87341,0.304,-50.192052,0.891,4,14.713,0.094,15.677,0.067,0.964
143.009738,0.596,-50.581536,0.796,5,14.713,0.055,15.565,0.011,0.852
143.351325,0.563,-50.257295,1.255,2,14.714,0.01,15.587,0.079,0.873
142.961206,0.453,-50.43156,0.793,4,14.715,0.026,15.328,0.048,0.613
142.884864,0.431,-50.592292,0.752,4,14.722,0.041,15.713,0.039,0.991
143.456568,0.616,-50.335622,0.621,5,14.723,0.039,16.375,0.042,1.652
143.115091,0.673,-50.697293,1.167,3,14.724,0,17.148,0,2.424
143.308959,0.444,-50.066689,0.291,5,14.724,0.012,15.422,0.055,0.698
143.073574,0.51,-50.327596,0.997,5,14.727,0.055,16.398,0,1.671
142.915469,0.383,-50.087347,0.2,4,14.728,0.05,15.777,0.046,1.049
142.605909,0.46,-50.034468,0.563,4,14.729,0.105,15.7,0.031,0.971
143.089241,0.847,-50.704289,1.465,4,14.729,0.13,16.078,0.15,1.349
143.701194,0.503,-50.232285,0.439,5,14.729,0.047,16.237,0.068,1.508
143.407779,0.541,-50.226948,0.322,5,14.73,0.032,15.733,0.037,1.003
143.728103,0.721,-50.337371,0.944,3,14.73,0.085,15.978,0.068,1.248
143.14524,0.618,-49.785622,0.31,5,14.732,0.006,16.515,0.105,1.783
143.746892,0.372,-50.273929,0.585,5,14.732,0.028,15.431,0.039,0.699
143.046205,0.399,-49.823937,0.38,6,14.735,0.049,15.764,0.025,1.029
143.407306,0.656,-50.38284,0.718,5,14.735,0.027,15.671,0.123,0.936
143.477311,0.3,-49.865299,0.452,5,14.735,0.05,15.876,0.048,1.141
143.604375,0.366,-50.004891,0.164,5,14.738,0.03,15.673,0.037,0.935
142.330643,0.485,-50.402221,0.862,4,14.741,0.023,15.788,0.011,1.047
143.446725,0.685,-50.477124,1.368,5,14.742,0.119,15.545,0.074,0.803
143.092755,0.497,-49.733764,0.339,2,14.743,0.015,15.832,0.07,1.089
143.528886,0.722,-50.411837,0.769,5,14.743,0.037,15.374,0.053,0.631
143.627401,0.45,-50.334639,0.87,4,14.744,0.085,15.804,0.083,1.06
143.020975,0.501,-50.331681,0.818,6,14.745,0.063,15.672,0.031,0.927
142.526521,0.334,-50.481523,0.781,4,14.747,0.123,16.032,0.05,1.285
143.149877,0.569,-50.153528,0.51,5,14.748,0.041,16.837,0.112,2.089
143.443908,0.524,-50.609596,0.892,5,14.748,0.08,15.4,0.052,0.652
143.148678,0.557,-49.98074,0.45,5,14.749,0.038,15.755,0.065,1.006
142.288499,0.581,-50.29045,0.955,3,14.75,0.029,15.625,0.051,0.875
142.781014,0.341,-50.497463,0.691,2,14.751,0.082,15.702,0.021,0.951
142.917379,0.482,-49.983074,0.668,4,14.751,0.117,16.644,0.096,1.893
142.744885,0.363,-50.233218,0.408,4,14.755,0.072,15.799,0.045,1.044
143.093983,0.578,-50.643144,0.762,6,14.757,0.086,15.569,0.055,0.812
142.439875,0.458,-50.200812,0.371,4,14.76,0.05,16.561,0.008,1.801
142.477602,0.277,-49.931288,0.443,3,14.762,0,17.065,0,2.303
142.585109,0.533,-50.572689,0.724,4,14.762,0.009,15.547,0.049,0.785
143.638763,1.034,-50.424564,1.118,4,14.763,0.033,16.124,0.095,1.361
143.283887,0.782,-50.610722,0.929,4,14.766,0.022,15.46,0.072,0.694
143.694073,0.467,-50.346834,0.612,5,14.766,0.062,15.764,0.05,0.998
143.135659,0.666,-50.318936,0.661,5,14.767,0.084,16.532,0.064,1.765
143.423608,0.982,-50.511681,1.086,4,14.767,0.005,15.673,0.095,0.906
142.655043,0.437,-50.560358,0.659,4,14.769,0.07,15.746,0.129,0.977
143.736008,0.542,-50.30117,0.679,5,14.769,0.051,15.926,0.045,1.157
143.4181,0.533,-50.216283,0.656,5,14.774,0.044,15.532,0.038,0.758
142.778033,0.355,-50.070293,0.305,4,14.775,0.057,15.516,0.021,0.741
142.257777,0.401,-50.366894,0.794,4,14.779,0.021,15.722,0.011,0.943
142.847081,0.418,-50.668709,0.58,4,14.779,0.046,15.676,0.06,0.897
142.943647,0.495,-49.880347,0.575,4,14.78,0.047,15.635,0.039,0.855
143.46549,0.53,-50.280662,0.767,5,14.78,0.016,16.586,0.052,1.806
143.692932,0.447,-50.355652,0.56,3,14.781,0.016,16.307,0.008,1.526
142.862277,0.613,-50.163139,0.652,4,14.782,0.057,15.648,0.028,0.866
143.711105,0.407,-50.115045,0.373,5,14.784,0.037,15.75,0.051,0.966
142.56281,0.236,-50.405963,0.691,3,14.786,0.016,15.538,0.01,0.752
143.416435,0.653,-50.540202,1.062,3,14.788,0.01,15.842,0.056,1.054
143.447335,0.404,-49.823029,0.344,5,14.788,0.065,15.827,0.053,1.039
143.039371,0.432,-49.901104,0.54,5,14.789,0.006,16.763,0.063,1.974
143.4503,0.699,-50.076373,0.4,5,14.79,0.029,16.416,0.125,1.626
142.579682,0.519,-50.429688,0.761,4,14.792,0.024,15.756,0.112,0.964
143.469546,1.339,-50.020752,1.098,2,14.793,0,15.592,0,0.799
142.791614,0.631,-49.970962,0.366,4,14.796,0.065,16.341,0.041,1.545
143.698336,0.871,-50.118159,0.858,4,14.796,0.095,16.062,0.116,1.266
142.329075,0.278,-50.238308,0.447,3,14.797,0.083,15.796,0.036,0.999
143.666913,0.59,-50.317861,0.62,4,14.8,0.032,16.129,0.048,1.329
143.384592,0.719,-50.607516,0.736,3,14.801,0.032,16.442,0.089,1.641
142.913247,0.394,-50.237134,0.426,4,14.802,0.044,16.414,0.095,1.612
143.043776,0.55,-50.049547,1.723,5,14.802,0.068,16.402,0.128,1.6
143.242982,1.013,-50.59193,0.872,3,14.805,0,15.611,-0.037,0.806
143.386825,0.743,-50.25,0.345,5,14.807,0.069,15.383,0.062,0.576
142.619159,0.854,-50.42615,0.958,2,14.81,0,15.722,-0.044,0.912
143.281878,0.984,-50.353354,0.516,5,14.81,0.024,15.771,0.019,0.961
143.034936,0.457,-50.142509,0.792,5,14.812,0.116,15.712,0.165,0.9
143.47237,0.523,-50.188252,0.383,5,14.812,0.043,15.703,0.086,0.891
143.221579,0.645,-49.753661,0.4,5,14.813,0.052,15.804,0.057,0.991
143.189816,0.551,-50.584492,0.657,2,14.814,0.021,15.806,0.017,0.992
143.19239,0.77,-50.529397,0.676,5,14.814,0.047,15.874,0.098,1.06
142.972315,0.519,-49.858416,0.598,3,14.816,0.083,16.65,0.083,1.834
143.355288,0.595,-50.623385,0.737,5,14.816,0.05,15.626,0.05,0.81
142.932683,0.377,-50.650316,0.904,4,14.817,0.063,15.694,0.068,0.877
143.587887,1.024,-50.421768,0.857,5,14.819,0.016,15.962,0.135,1.143
142.305044,0.583,-50.064592,0.331,4,14.82,0.036,15.709,0.076,0.889
142.733727,0.596,-50.249545,0.739,4,14.823,0.071,15.516,0.045,0.693
142.445178,0.324,-50.315387,0.715,3,14.824,0.042,16.002,0.094,1.178
142.772698,0.366,-50.089067,0.527,4,14.825,0.079,15.813,0.077,0.988
143.262866,0.692,-50.676059,0.653,4,14.826,0.096,16.337,0.103,1.511
142.84554,0.687,-50.557107,1.937,2,14.828,0.085,16.408,0.436,1.58
142.953614,0.674,-50.441365,1.419,3,14.83,0,16.238,0,1.408
143.232575,0.648,-50.212346,1.136,4,14.83,0.036,16.107,0.018,1.277
143.338106,0.724,-50.457878,0.886,4,14.834,0.054,15.609,0.049,0.775
142.89308,0.357,-49.969221,0.422,3,14.838,0.045,16.541,0.023,1.703
142.949998,0.614,-50.427004,0.937,2,14.838,0.006,16.587,0.029,1.749
142.659987,0.92,-50.04968,0.544,2,14.839,0,16.556,-0.052,1.717
142.717965,0.826,-50.573695,1.067,3,14.839,0.119,17.118,0.164,2.279
143.424633,1.341,-49.84814,0.384,3,14.839,0,NA,NA,#VALUE!
143.321597,0.468,-50.273447,0.384,5,14.84,0.032,15.568,0.042,0.728
143.320988,0.395,-49.8581,0.369,5,14.841,0.026,15.709,0.044,0.868
142.583969,0.215,-50.081593,0.849,2,14.842,0,15.904,-0.034,1.062
142.601656,0.585,-50.047662,0.573,3,14.842,0.071,15.895,0.056,1.053
142.743358,0.574,-50.399047,0.711,4,14.842,0.047,15.753,0.03,0.911
142.995658,0.673,-50.50893,0.776,3,14.842,0.096,15.714,0.146,0.872
143.404706,0.427,-50.279539,0.423,5,14.842,0.036,16.411,0.043,1.569
142.923572,0.506,-50.420341,1.031,4,14.843,0.099,15.939,0.071,1.096
143.322872,0.42,-49.898399,0.679,5,14.846,0.036,15.902,0.073,1.056
142.731128,0.647,-50.638186,0.659,4,14.847,0.041,15.808,0.039,0.961
143.361845,0.843,-50.531817,0.632,3,14.847,0.017,15.643,0.017,0.796
142.495075,0.46,-49.979785,0.493,4,14.849,0.095,16.118,0.068,1.269
142.949398,0.433,-50.163146,0.259,4,14.85,0.038,15.679,0.045,0.829
143.346352,0.44,-49.943614,0.34,5,14.851,0.043,15.85,0.065,0.999
143.491701,0.636,-50.169958,0.463,5,14.851,0.012,15.803,0.093,0.952
142.858701,0.703,-50.036842,0.76,3,14.852,0.068,15.852,0.093,1
142.961363,0.65,-49.764255,0.929,4,14.854,0.041,15.77,0.052,0.916
143.131056,0.44,-49.983987,0.385,6,14.856,0.024,16.878,0.027,2.022
143.332645,0.535,-50.019475,0.581,6,14.857,0.01,15.755,0.065,0.898
142.75998,0.646,-50.341766,0.749,4,14.858,0.035,15.92,0.054,1.062
143.633491,0.463,-50.109727,0.668,5,14.858,0.103,16.354,0.043,1.496
142.48511,1.046,-50.182889,0.631,3,14.86,0.116,16.006,0.107,1.146
142.766952,0.345,-50.685652,1.2,3,14.86,0.09,16.089,0.118,1.229
142.716959,0.622,-49.922366,0.578,5,14.862,0.054,15.781,0.069,0.919
143.585635,0.525,-49.979389,0.447,5,14.863,0.048,15.75,0.049,0.887
143.649971,0.487,-50.379335,0.598,5,14.863,0.04,15.663,0.1,0.8
142.682397,0.421,-50.475133,0.743,3,14.865,0,16.535,-0.082,1.67
143.653103,0.426,-50.113753,0.543,5,14.865,0.015,16.425,0.05,1.56
142.77449,0.627,-50.07642,0.485,4,14.869,0.036,15.656,0.033,0.787
143.352894,0.423,-50.251709,0.627,5,14.869,0.04,16.189,0.079,1.32
143.732799,0.675,-50.155395,0.521,5,14.869,0.055,16.491,0.148,1.622
143.211642,1.382,-50.485532,0.361,4,14.87,0.011,15.963,0.076,1.093
143.387133,0.528,-50.121635,0.38,5,14.871,0.018,15.714,0.087,0.843
143.311584,0.809,-50.532068,0.829,4,14.875,0,16.323,0,1.448
143.539708,0.921,-50.434836,0.974,5,14.875,0.03,16.348,0.046,1.473
142.78618,1.331,-50.584045,0.316,2,14.879,0.024,15.833,0.066,0.954
142.906178,0.504,-50.180801,0.325,4,14.88,0.044,15.779,0.048,0.899
143.137547,0.915,-50.450832,0.794,6,14.888,0.088,15.839,0.081,0.951
143.389054,0.64,-49.973476,0.565,5,14.89,0.077,16.391,0.126,1.501
142.667316,0.634,-49.974845,0.512,3,14.892,0.033,15.853,0.026,0.961
143.229244,0.532,-50.35349,0.757,4,14.892,0.031,16.64,0.033,1.748
143.596755,0.846,-50.451288,0.658,4,14.892,0.066,16.59,0.035,1.698
143.407445,0.655,-50.401463,0.657,5,14.893,0.077,15.502,0.064,0.609
142.891334,0.719,-50.343035,0.619,3,14.895,0.086,15.836,0.029,0.941
143.314671,0.476,-49.848546,0.377,5,14.895,0.063,17.106,0.208,2.211
142.787525,0.442,-50.639689,0.529,4,14.896,0.066,15.985,0.079,1.089
143.677522,0.654,-50.052215,0.39,5,14.896,0.014,16.835,0.141,1.939
142.766919,0.31,-50.673646,0.675,4,14.897,0.006,16.022,0.058,1.125
143.129991,0.632,-50.649913,0.878,6,14.897,0.086,16.045,0.064,1.148
143.330674,0.521,-50.111504,0.587,4,14.898,0.027,16.822,0.158,1.924
142.426605,0.4,-50.410976,0.951,4,14.901,0.041,16.146,0.098,1.245
143.209621,0.287,-50.679642,1.126,3,14.905,0.023,15.866,0.054,0.961
142.38219,0.488,-50.074752,0.293,3,14.906,0.048,15.794,0.025,0.888
142.884464,0.514,-50.19699,0.327,3,14.906,0.069,16.423,0.085,1.517
143.436221,0.644,-50.599295,0.557,3,14.906,0.02,15.607,0.067,0.701
142.840736,0.467,-50.212531,0.353,4,14.907,0.068,15.834,0.05,0.927
143.071675,0.718,-50.469843,0.948,3,14.911,0.107,15.783,0.18,0.872
143.417996,0.389,-49.892315,0.575,5,14.911,0.028,15.831,0.07,0.92
143.236972,0.607,-49.792555,0.362,4,14.914,0.025,16.009,0.105,1.095
142.687648,0.533,-49.875658,0.303,3,14.915,0,17.092,-0.119,2.177
143.469997,0.549,-49.974399,0.432,4,14.916,0.014,15.961,0.07,1.045
142.350621,0.365,-50.200888,0.486,4,14.917,0.044,15.828,0.07,0.911
143.277561,0.9,-50.215038,0.568,5,14.917,0,16.153,0,1.236
142.679105,0.398,-49.945184,0.736,4,14.918,0.075,15.99,0.042,1.072
142.456147,0.231,-49.991695,0.317,4,14.919,0.011,16.2,0.068,1.281
143.557489,0.602,-49.888733,0.239,4,14.92,0.056,15.944,0.106,1.024
142.673495,0.396,-50.522129,0.761,3,14.921,0.047,15.744,0.029,0.823
143.250718,0.679,-49.948449,0.366,4,14.921,0.041,15.805,0.056,0.884
143.420521,0.546,-50.323649,0.956,4,14.927,0.016,15.797,0.073,0.87
143.45001,0.4,-50.06982,0.393,5,14.927,0.025,15.888,0.098,0.961
142.706009,0.557,-50.001555,0.814,3,14.929,0,17.268,-0.14,2.339
142.678956,0.333,-49.973484,0.438,4,14.932,0.057,15.964,0.081,1.032
142.980545,0.497,-49.855002,0.991,2,14.933,0.061,16.155,0.019,1.222
143.214447,0.565,-49.819209,0.371,4,14.933,0.04,16.664,0.008,1.731
142.812138,0.51,-49.948842,0.417,4,14.934,0.034,15.908,0.054,0.974
143.260267,0.488,-49.813069,0.779,5,14.937,0.028,15.603,0.062,0.666
142.547876,0.358,-50.54295,0.729,4,14.939,0.027,15.981,0.038,1.042
142.933279,0.257,-49.833327,0.331,3,14.941,0.048,16.07,0.066,1.129
143.609381,0.582,-50.384391,0.532,4,14.941,0.023,15.65,0.049,0.709
143.553844,1.114,-50.482071,0.914,4,14.942,0.044,15.851,0.049,0.909
142.945667,0.813,-50.437319,0.856,3,14.943,0,15.712,0,0.769
143.133718,0.383,-50.226309,0.703,4,14.943,0.118,16.112,0.117,1.169
143.502252,0.974,-50.348239,0.868,3,14.943,0,17.022,0,2.079
142.564729,0.389,-50.188468,0.761,4,14.944,0.223,16.771,0.019,1.827
142.768585,0.395,-50.55068,0.684,4,14.944,0.068,15.746,0.014,0.802
143.32626,0.506,-49.825838,0.401,5,14.946,0.009,16.074,0.061,1.128
143.139648,0.613,-50.345369,0.749,6,14.948,0.044,15.95,0.111,1.002
143.128521,0.857,-50.526894,0.897,4,14.95,0.071,16.331,0.1,1.381
142.729748,0.389,-50.347584,0.782,4,14.953,0.047,15.854,0.041,0.901
143.193764,0.747,-49.865824,0.438,4,14.955,0.076,15.961,0.082,1.006
142.55428,0.863,-50.128892,0.371,3,14.958,0.063,16.691,0.144,1.733
143.591405,0.387,-50.109466,0.535,4,14.958,0.016,16.539,0.021,1.581
143.150937,0.856,-50.380372,1.151,2,14.96,0,16.266,0,1.306
142.695679,0.671,-50.509368,1.324,3,14.964,0,16.56,0,1.596
143.094023,0.53,-49.761222,0.365,5,14.964,0.024,16.055,0.049,1.091
143.279807,0.67,-50.672011,1.044,2,14.964,0.057,15.457,0.09,0.493
143.688982,0.709,-50.368087,0.621,5,14.968,0.06,15.671,0.035,0.703
142.619518,0.611,-50.12011,0.38,4,14.971,0.047,15.943,0.063,0.972
143.355696,0.555,-50.541952,0.679,4,14.971,0.042,15.803,0.132,0.832
143.375497,0.783,-50.497292,0.765,4,14.971,0.057,15.488,0.058,0.517
143.069278,0.52,-49.921715,0.506,5,14.972,0.061,16.944,0.045,1.972
143.260069,0.799,-49.960078,0.52,5,14.973,0.021,16.025,0.087,1.052
143.202571,0.886,-50.211352,0.708,4,14.975,0.019,15.841,0.03,0.866
143.501874,0.662,-50.429076,1.013,5,14.975,0.053,15.711,0.056,0.736
143.295539,0.358,-50.299703,0.753,3,14.976,0.024,15.731,0.028,0.755
143.391297,0.628,-50.018721,0.437,5,14.976,0.06,15.887,0.091,0.911
142.389029,0.367,-50.221674,0.455,4,14.978,0.073,16.346,0.038,1.368
143.391875,0.829,-50.529883,0.458,2,14.979,0.025,15.932,0.14,0.953
143.442616,0.305,-50.446327,0.919,2,14.981,0.01,16.088,0.134,1.107
143.085015,0.342,-49.910161,0.726,6,14.983,0.041,15.907,0.031,0.924
142.687877,0.403,-50.284995,0.983,3,14.985,0,17.692,0,2.707
142.741543,1.571,-49.969884,0.327,2,14.985,0,16.644,0,1.659
143.032759,0.897,-50.220662,0.539,5,14.985,0.116,16.097,0.074,1.112
143.37034,0.458,-50.356937,0.836,5,14.985,0.062,15.934,0.075,0.949
143.582092,0.63,-50.095877,1.073,3,14.985,0.014,16.079,0.091,1.094
142.61136,0.405,-50.294497,0.71,4,14.988,0.059,16.035,0.061,1.047
142.57677,0.243,-50.501396,0.786,3,14.991,0,16.228,0,1.237
142.253746,0.59,-50.396525,1.252,3,14.993,0.045,16.193,0,1.2
142.937744,0.446,-50.175935,0.264,2,14.995,0.008,15.907,0.073,0.912
143.068298,0.431,-50.349319,0.637,6,14.996,0.066,15.807,0.046,0.811
143.200978,0.617,-49.903766,0.487,5,14.996,0.032,16.026,0.077,1.03
143.543534,0.229,-50.136035,0.953,2,14.996,0.022,15.756,0.018,0.76
143.425381,0.666,-49.848111,0.44,2,14.997,0,16.212,0.014,1.215
142.97513,0.421,-50.252954,0.736,3,14.998,0.049,16.744,0.188,1.746
142.758877,0.73,-49.916687,0.389,4,15.001,0.065,16.187,0.021,1.186
143.329424,0.46,-50.132319,0.353,5,15.002,0,17.517,0.016,2.515
143.484766,0.785,-49.997103,0.447,4,15.003,0,15.774,0,0.771
143.383104,0.501,-50.22682,0.55,5,15.005,0.016,15.988,0.067,0.983
142.833852,0.526,-49.812478,0.77,3,15.006,0.083,16.026,0.019,1.02
142.258534,0.399,-50.405336,0.74,4,15.007,0.043,15.973,0.05,0.966
142.260616,0.336,-50.033694,0.343,3,15.009,0.051,16.211,0.043,1.202
143.251542,1.067,-50.342552,0.403,3,15.01,0,15.745,0.071,0.735
142.386249,0.482,-50.422933,0.917,3,15.014,0,16.978,0,1.964
142.956816,0.62,-50.080298,0.597,4,15.015,0.037,16.628,0.079,1.613
143.646287,0.642,-50.236333,0.425,4,15.017,0.041,15.92,0.048,0.903
143.202162,0.572,-49.933808,0.633,5,15.018,0.018,16.174,0.077,1.156
143.252138,0.867,-50.075302,0.474,5,15.018,0.017,15.959,0.033,0.941
143.598056,0.67,-50.261136,1.092,4,15.019,0.03,15.84,0.061,0.821
143.292292,0.667,-49.788253,0.614,3,15.02,0,16.355,0,1.335
143.025251,0.624,-50.51133,0.927,5,15.021,0.069,16.913,0.143,1.892
143.351602,0.568,-50.323404,0.699,4,15.021,0.019,16.042,0.058,1.021
143.184728,0.488,-49.772672,0.33,4,15.022,0.021,16.029,0.067,1.007
143.303624,0.49,-50.00183,0.278,5,15.022,0.047,17.069,0.038,2.047
143.021107,0.728,-50.434228,0.924,5,15.024,0.061,16.082,0.074,1.058
142.932503,0.459,-49.731842,0.248,3,15.025,0.031,16.313,0.098,1.288
143.409003,0.567,-50.195425,0.522,5,15.026,0.065,15.957,0.066,0.931
143.241678,0.574,-49.876696,0.702,4,15.031,0.06,16.516,0.095,1.485
143.082333,0.381,-50.021459,0.423,5,15.034,0.008,15.805,0.026,0.771
143.030577,0.351,-49.968615,0.687,2,15.035,0,16.1,0,1.065
142.693612,0.41,-50.007797,0.441,4,15.036,0.036,16.149,0.068,1.113
143.546601,0.701,-50.47682,0.947,3,15.038,0.02,15.874,0.047,0.836
142.513899,0.446,-50.306066,0.468,4,15.04,0.033,15.918,0.03,0.878
143.003258,0.534,-50.2463,0.525,5,15.04,0.051,15.788,0.078,0.748
143.31022,0.619,-49.889009,0.336,5,15.045,0.031,16.908,0.19,1.863
143.704745,0.503,-50.240839,0.423,4,15.045,0.038,15.917,0.073,0.872
142.484539,0.421,-50.548977,0.775,3,15.047,0.05,16.141,0.1,1.094
143.685424,0.952,-50.10619,0.664,5,15.048,0.026,16.624,0.148,1.576
142.854931,0.588,-49.787696,0.335,3,15.05,0,16.215,0.008,1.165
143.535441,0.585,-50.20118,0.633,4,15.05,0.049,15.716,0.078,0.666
143.443323,0.277,-50.44573,0.73,2,15.051,0,16.136,-0.069,1.085
142.833579,0.586,-50.460938,0.946,4,15.053,0.043,15.885,0.089,0.832
143.475454,0.914,-50.513998,0.74,4,15.053,0.054,15.776,0.103,0.723
142.640125,0.508,-50.654898,0.656,4,15.054,0.044,16.422,0.118,1.368
142.457102,0.344,-50.513937,0.684,4,15.058,0.062,16.321,0.051,1.263
143.39457,1.391,-50.30602,0.542,3,15.058,0,16.237,-0.066,1.179
143.391618,0.602,-50.571743,0.791,2,15.06,0,15.038,-0.024,-0.022
142.745365,0.483,-49.840717,0.547,4,15.063,0.063,16.693,0.042,1.63
143.011801,0.806,-49.920097,0.48,4,15.063,0.121,16.53,0.178,1.467
142.599083,0.706,-50.053718,0.638,4,15.065,0.019,16.082,0.097,1.017
142.779797,0.869,-50.481953,0.599,4,15.066,0.09,15.834,0.063,0.768
142.939944,0.784,-50.604248,0.857,4,15.066,0.044,16.082,0.063,1.016
142.858982,0.649,-50.634925,0.701,4,15.067,0.067,15.714,0.039,0.647
143.600697,0.409,-50.152385,0.41,3,15.068,0,15.885,0,0.817
143.603544,0.779,-50.379442,1.066,3,15.068,0,17.181,0,2.113
142.948087,0.648,-50.567744,1.019,4,15.07,0.024,15.913,0.016,0.843
142.969827,0.376,-50.404101,0.673,3,15.07,0.088,16.243,0.009,1.173
143.044595,0.681,-50.556973,1.001,3,15.07,0.023,16.2,0.05,1.13
142.925239,0.593,-50.017659,0.411,3,15.071,0.108,16.313,0.134,1.242
143.411846,0.84,-50.426156,0.934,3,15.071,0.02,15.777,0.107,0.706
143.035295,0.608,-49.77725,0.645,6,15.072,0.067,15.964,0.08,0.892
143.565087,0.516,-50.126276,0.5,5,15.072,0.039,15.973,0.067,0.901
143.230619,0.66,-49.912458,1.154,3,15.073,0.06,16.088,0.035,1.015
143.589381,0.561,-50.136722,0.281,4,15.075,0.029,15.939,0.046,0.864
143.620535,0.691,-50.487603,0.734,5,15.076,0.061,16.206,0.181,1.13
142.964188,0.37,-50.378558,0.746,3,15.078,0.05,17.049,0.156,1.971
143.315978,0.63,-50.361478,0.407,5,15.078,0.096,15.786,0.041,0.708
142.784799,0.352,-50.501296,0.592,2,15.082,0,17.201,0,2.119
143.237633,0.663,-50.392229,0.615,4,15.084,0.039,16.023,0.087,0.939
143.463976,1.405,-50.077406,0.169,2,15.084,0,15.959,-0.034,0.875
143.649179,0.658,-50.143649,0.518,2,15.086,0.115,16.04,0.081,0.954
142.78486,0.436,-49.822089,0.4,4,15.087,0.006,16.123,0.011,1.036
143.590213,0.489,-50.39266,0.589,5,15.087,0.054,15.964,0.068,0.877
143.594167,0.559,-50.346071,0.704,4,15.087,0.021,16.018,0.085,0.931
143.230606,0.514,-50.218921,0.581,3,15.088,0.009,15.942,0.066,0.854
143.327985,1.048,-50.54676,0.901,4,15.088,0.109,16.025,0.043,0.937
142.652186,0.37,-50.616929,0.611,3,15.089,0.065,16.072,0.024,0.983
142.320641,0.583,-50.230152,0.861,3,15.091,0.006,16.179,0.026,1.088
142.540367,0.602,-50.010504,0.735,3,15.091,0.121,16.157,0.049,1.066
142.734374,0.536,-50.448042,1.061,4,15.092,0.047,16.261,0.079,1.169
142.773554,0.541,-50.014551,0.405,4,15.093,0.042,16.126,0.019,1.033
143.161771,0.705,-50.500899,1.034,6,15.093,0.037,16.084,0.081,0.991
143.097049,0.708,-50.534643,0.553,4,15.097,0.031,16.285,0.099,1.188
142.78124,0.672,-49.973048,0.463,4,15.098,0.056,15.882,0.09,0.784
142.94447,0.528,-50.245265,1.213,3,15.098,0,16.93,0,1.832
142.680181,0.512,-50.491578,0.736,4,15.099,0.032,16.642,0.082,1.543
143.190233,0.605,-49.934052,0.442,5,15.099,0.033,16.589,0.065,1.49
143.430737,0.82,-50.533826,0.826,5,15.099,0.05,15.935,0.07,0.836
142.941995,0.329,-50.257313,0.616,4,15.101,0.021,16.023,0.025,0.922
142.989396,0.949,-50.287426,0.968,4,15.102,0.07,16.166,0.058,1.064
143.652875,0.36,-49.981035,0.453,5,15.102,0.023,15.742,0.063,0.64
142.982297,0.718,-50.056211,0.584,3,15.103,0.087,15.896,0.039,0.793
143.289804,0.464,-50.600358,1.212,4,15.103,0.116,15.823,0.11,0.72
143.306485,0.493,-50.402015,0.657,4,15.106,0,17.619,0,2.513
143.383822,0.727,-50.494843,0.789,2,15.106,0,16.107,-0.063,1.001
143.465213,1.189,-50.555243,0.814,2,15.107,0,16.099,0,0.992
142.911235,1.158,-50.215138,0.428,3,15.108,0.011,16.174,0.014,1.066
143.314307,0.394,-50.102595,0.412,5,15.111,0.057,15.977,0.028,0.866
143.004964,0.551,-50.231843,0.326,5,15.112,0.134,16.988,0.142,1.876
143.382138,0.596,-49.866137,0.763,5,15.112,0.07,15.802,0.088,0.69
142.898699,0.933,-50.634335,0.899,2,15.113,0.105,15.875,0.115,0.762
142.996006,0.645,-49.773028,0.815,4,15.113,0.081,16.158,0.066,1.045
142.91758,0.335,-50.517414,0.725,4,15.114,0.066,15.947,0.043,0.833
143.199923,0.858,-49.873324,0.372,3,15.114,0.083,16.198,0.136,1.084
142.650264,0.295,-49.786043,0.468,3,15.115,0.012,16.052,0,0.937
143.46573,0.33,-50.554776,1.096,2,15.116,0.03,15.99,0.07,0.874
142.272155,0.763,-50.014784,0.271,3,15.117,0.028,16.2,0.165,1.083
142.954325,0.947,-50.517304,0.539,3,15.117,0,15.995,0,0.878
143.253395,0.507,-49.829832,0.446,4,15.118,0.1,16.343,0.126,1.225
143.336327,0.604,-50.407613,0.851,4,15.118,0.008,16.256,0.13,1.138
142.977271,0.455,-49.995521,0.35,4,15.119,0.046,16.026,0.069,0.907
143.19884,0.631,-49.958561,0.549,5,15.119,0.062,15.855,0.023,0.736
143.553198,0.871,-50.047239,0.904,2,15.119,0.066,16.095,0.04,0.976
143.050743,0.591,-50.652674,0.499,2,15.121,0,16.399,-0.072,1.278
143.084431,0.622,-50.69126,0.748,4,15.122,0.049,15.895,0.067,0.773
143.712334,0.453,-50.2097,0.356,4,15.125,0.044,16.243,0.112,1.118
142.449233,0.371,-50.122761,0.545,3,15.128,0.029,16.932,0.081,1.804
143.14999,0.701,-50.049108,0.537,6,15.128,0.071,16.25,0.141,1.122
143.351858,0.772,-50.013705,0.521,4,15.128,0,17.194,0,2.066
143.480563,0.465,-50.015768,0.6,5,15.129,0.067,17.63,0.082,2.501
142.433107,0.8,-50.013934,0.156,3,15.13,0.031,16.163,0.043,1.033
143.19288,0.781,-49.979532,0.369,5,15.131,0.059,16.006,0.067,0.875
142.816348,0.429,-50.610421,1.36,3,15.134,0.072,15.911,0.006,0.777
142.869596,1.787,-49.805065,0.292,2,15.134,0,16.617,0,1.483
142.773801,0.757,-50.598974,0.67,3,15.138,0.045,16.122,0.071,0.984
143.570234,0.797,-50.518108,1.171,4,15.139,0.028,16.261,0.074,1.122
142.9602,0.967,-50.315084,0.841,3,15.14,0.062,16.643,0.028,1.503
